+-+-+-+-+-+-+-+-+-+-+-+-+-+-+ GRAFO CARGADO 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-
        1         2         3         4         5         6         7         8         9         10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56        57        58        59        60        61        62        63        64        65        66        67        68        69        70        71        72        73        74        75        76        77        78        79        80        81        82        83        84        85        86        87        88        89        90        91        92        93        94        95        96        97        98        99        100        101        102        103        104        105        106        107        108        109        110        111        112        113        114        115        116        117        118        119        120        121

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 17437 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1076.621

Lista tabu: [((118,86,5.0),6), ((86,113,2.236),6), ((82,96,11.662),6), ((86,96,7.0),4), ((29,27,5.0),1), ((26,23,2.236),1), ((20,26,3.162),1), ((82,86,6.708),2), ((86,96,7.0),2), ((118,113,3.162),2), ((86,118,5.0),1), ((115,119,2.0),3), ((109,19,5.0),3), ((90,92,2.0),3), ((119,90,8.602),2), ((88,93,3.162),4), ((93,90,1.0),4), ((95,98,3.162),4), ((98,116,5.099),4), ((90,98,8.602),3), ((42,111,59.414),13), ((40,1,76.007),13), ((42,40,4.243),11), ((103,102,2.236),6), ((95,98,3.162),6), ((102,98,8.062),5), ((24,21,2.236),7), ((18,17,2.0),7), ((1,18,73.062),7), ((24,18,5.099),6), ((4,2,7.211),8), ((6,5,2.236),8), ((7,6,2.236),8), ((2,6,8.485),7), ((32,35,3.0),9), ((29,27,5.0),9), ((33,29,2.828),9), ((35,29,5.385),8), ((96,103,3.0),10), ((105,108,2.236),10), ((96,105,8.246),9), ((59,61,3.606),11), ((63,62,2.0),11), ((63,59,6.325),10), ((54,56,2.828),12), ((59,61,3.606),12), ((57,59,3.606),12), ((59,54,5.0),11)]

ADD: [(19,115,1.414)]

DROP: [(115,119,2.0), (19,114,7.81), (109,19,5.0)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 17440 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1076.35

Lista tabu: [((118,86,5.0),3), ((86,113,2.236),3), ((82,96,11.662),3), ((86,96,7.0),1), ((88,93,3.162),1), ((93,90,1.0),1), ((95,98,3.162),1), ((98,116,5.099),1), ((42,111,59.414),10), ((40,1,76.007),10), ((42,40,4.243),8), ((103,102,2.236),3), ((95,98,3.162),3), ((102,98,8.062),2), ((24,21,2.236),4), ((18,17,2.0),4), ((1,18,73.062),4), ((24,18,5.099),3), ((4,2,7.211),5), ((6,5,2.236),5), ((7,6,2.236),5), ((2,6,8.485),4), ((32,35,3.0),6), ((29,27,5.0),6), ((33,29,2.828),6), ((35,29,5.385),5), ((96,103,3.0),7), ((105,108,2.236),7), ((96,105,8.246),6), ((59,61,3.606),8), ((63,62,2.0),8), ((63,59,6.325),7), ((54,56,2.828),9), ((59,61,3.606),9), ((57,59,3.606),9), ((59,54,5.0),8), ((115,119,2.0),18), ((19,114,7.81),18), ((109,19,5.0),18), ((19,115,1.414),16), ((10,8,2.236),11), ((6,5,2.236),11), ((5,8,4.472),10), ((88,93,3.162),12), ((113,85,2.236),12), ((118,113,3.162),12), ((113,88,6.0),11)]

ADD: [(61,57,5.099)]

DROP: [(56,57,4.0), (59,61,3.606)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 17469 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1067.098

Lista tabu: [((29,27,5.0),1), ((24,21,2.236),1), ((83,112,3.0),2), ((112,87,1.0),2), ((101,97,6.325),2), ((97,94,1.0),2), ((87,97,7.81),1), ((94,95,2.0),3), ((95,98,3.162),3), ((88,93,3.162),3), ((88,95,7.28),2), ((107,106,1.414),4), ((106,121,9.0),4), ((1,88,5.831),4), ((88,106,8.062),3), ((25,28,3.0),5), ((35,37,2.0),5), ((32,35,3.0),5), ((25,35,8.246),4), ((86,96,7.0),6), ((96,103,3.0),6), ((88,93,3.162),6), ((93,96,4.472),5), ((28,34,3.606),7), ((37,30,8.544),7), ((35,37,2.0),7), ((28,37,6.403),6), ((41,44,5.0),8), ((46,49,4.472),8), ((44,49,6.403),7), ((14,15,2.236),9), ((10,8,2.236),9), ((11,10,1.414),9), ((14,10,5.385),8), ((32,35,3.0),10), ((36,33,1.414),10), ((35,33,5.0),9), ((94,95,2.0),11), ((95,98,3.162),11), ((90,92,2.0),11), ((92,95,4.472),10), ((11,10,1.414),12), ((5,4,1.0),12), ((10,4,4.472),11)]

ADD: [(43,38,5.831)]

DROP: [(43,39,3.606), (38,41,14.036), (1,38,76.105)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 17475 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1066.095

Lista tabu: [((28,34,3.606),1), ((37,30,8.544),1), ((35,37,2.0),1), ((41,44,5.0),2), ((46,49,4.472),2), ((44,49,6.403),1), ((14,15,2.236),3), ((10,8,2.236),3), ((11,10,1.414),3), ((14,10,5.385),2), ((32,35,3.0),4), ((36,33,1.414),4), ((35,33,5.0),3), ((94,95,2.0),5), ((95,98,3.162),5), ((90,92,2.0),5), ((92,95,4.472),4), ((11,10,1.414),6), ((5,4,1.0),6), ((10,4,4.472),5), ((43,39,3.606),15), ((38,41,14.036),15), ((1,38,76.105),15), ((43,38,5.831),13), ((92,91,1.414),8), ((87,1,6.403),8), ((112,87,1.0),8), ((91,87,7.071),7), ((1,120,7.071),9), ((103,102,2.236),9), ((96,103,3.0),9), ((1,103,6.708),8), ((83,112,3.0),10), ((112,87,1.0),10), ((101,97,6.325),10), ((97,94,1.0),10), ((87,97,7.81),9), ((102,100,2.236),11), ((105,108,2.236),11), ((100,108,5.657),10), ((3,89,41.437),12), ((89,1,3.162),12), ((93,90,1.0),12), ((89,90,7.28),11)]

ADD: [(112,88,2.828)]

DROP: [(1,88,5.831), (83,112,3.0)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 17478 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1064.725

Lista tabu: [((32,35,3.0),1), ((36,33,1.414),1), ((94,95,2.0),2), ((95,98,3.162),2), ((90,92,2.0),2), ((92,95,4.472),1), ((11,10,1.414),3), ((5,4,1.0),3), ((10,4,4.472),2), ((43,39,3.606),12), ((38,41,14.036),12), ((1,38,76.105),12), ((43,38,5.831),10), ((92,91,1.414),5), ((87,1,6.403),5), ((112,87,1.0),5), ((91,87,7.071),4), ((1,120,7.071),6), ((103,102,2.236),6), ((96,103,3.0),6), ((1,103,6.708),5), ((83,112,3.0),7), ((112,87,1.0),7), ((101,97,6.325),7), ((97,94,1.0),7), ((87,97,7.81),6), ((102,100,2.236),8), ((105,108,2.236),8), ((100,108,5.657),7), ((3,89,41.437),9), ((89,1,3.162),9), ((93,90,1.0),9), ((89,90,7.28),8), ((1,88,5.831),18), ((83,112,3.0),18), ((112,88,2.828),16), ((60,66,5.831),11), ((63,65,2.236),11), ((60,63,7.616),10), ((14,15,2.236),12), ((5,4,1.0),12), ((6,5,2.236),12), ((14,5,8.0),11)]

ADD: [(75,72,2.236)]

DROP: [(79,75,4.123), (73,72,3.606)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 17498 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1061.6

Lista tabu: [((79,75,4.123),1), ((73,72,3.606),1), ((6,5,2.236),1), ((4,2,7.211),1), ((28,34,3.606),2), ((31,32,2.0),2), ((33,29,2.828),2), ((34,33,8.062),1), ((42,40,4.243),3), ((43,38,5.831),3), ((44,46,3.0),3), ((44,40,6.708),2), ((87,112,1.0),4), ((88,93,3.162),4), ((93,112,5.099),3), ((17,20,3.0),5), ((24,21,2.236),5), ((20,21,4.0),4), ((1,87,6.403),6), ((112,88,2.828),6), ((90,92,2.0),6), ((92,112,7.0),5), ((102,100,2.236),7), ((105,108,2.236),7), ((100,108,5.657),6), ((72,75,2.236),8), ((73,79,4.123),8), ((79,75,4.123),7), ((90,92,2.0),9), ((92,91,1.414),9), ((101,97,6.325),9), ((97,94,1.0),9), ((90,97,5.385),8), ((10,8,2.236),10), ((14,15,2.236),10), ((13,14,7.071),10), ((14,8,7.211),9), ((29,27,5.0),11), ((24,21,2.236),11), ((27,21,3.162),10), ((97,94,1.0),12), ((94,95,2.0),12), ((88,93,3.162),12), ((93,94,3.606),11)]

ADD: [(85,118,2.236)]

DROP: [(118,113,3.162), (85,83,8.602)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 17535 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1060.436

Lista tabu: [((80,78,4.123),1), ((69,99,32.016),1), ((74,69,5.0),1), ((72,75,2.236),2), ((74,69,5.0),2), ((77,74,2.0),2), ((75,74,4.0),1), ((28,34,3.606),3), ((33,29,2.828),3), ((28,33,6.325),2), ((69,99,32.016),4), ((99,1,22.361),4), ((98,116,5.099),4), ((116,117,7.81),4), ((99,117,5.831),3), ((87,112,1.0),5), ((112,88,2.828),5), ((82,86,6.708),5), ((86,96,7.0),5), ((88,86,4.123),4), ((113,83,6.403),6), ((90,92,2.0),6), ((93,90,1.0),6), ((90,83,8.0),5), ((101,97,6.325),7), ((98,116,5.099),7), ((101,98,6.708),6), ((19,119,1.414),8), ((85,113,2.236),8), ((118,85,2.236),8), ((85,119,8.0),7), ((25,28,3.0),9), ((35,37,2.0),9), ((32,35,3.0),9), ((25,35,8.246),8), ((29,27,5.0),10), ((36,33,1.414),10), ((30,36,8.602),10), ((27,36,6.708),9), ((32,35,3.0),11), ((26,23,2.236),11), ((20,26,3.162),11), ((35,26,8.0),10), ((75,76,2.0),12), ((74,69,5.0),12), ((77,74,2.0),12), ((74,76,6.0),11)]

ADD: [(87,88,2.236)]

DROP: [(1,87,6.403), (112,88,2.828)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 17589 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1058.609

Lista tabu: [((63,65,2.236),1), ((67,64,6.0),1), ((101,97,6.325),2), ((94,95,2.0),2), ((96,103,3.0),2), ((103,94,5.657),1), ((19,115,1.414),3), ((115,91,4.472),3), ((95,98,3.162),3), ((98,116,5.099),3), ((91,98,7.211),2), ((73,79,4.123),4), ((78,77,2.828),4), ((73,78,5.657),3), ((41,44,5.0),5), ((46,49,4.472),5), ((44,49,6.403),4), ((42,40,4.243),6), ((43,38,5.831),6), ((48,47,2.0),6), ((48,40,8.246),5), ((1,53,80.957),7), ((58,60,4.243),7), ((60,53,7.616),6), ((24,21,2.236),8), ((18,17,2.0),8), ((1,18,73.062),8), ((18,24,5.099),7), ((29,27,5.0),9), ((21,22,3.0),9), ((21,29,6.708),8), ((51,50,5.0),10), ((45,42,3.162),10), ((51,45,8.062),9), ((6,5,2.236),11), ((4,2,7.211),11), ((4,6,2.0),10), ((30,36,8.602),12), ((33,29,2.828),12), ((29,36,3.162),11)]

ADD: [(39,43,3.606)]

DROP: [(43,38,5.831), (39,111,56.321)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 17624 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1056.851

Lista tabu: [((108,107,3.162),1), ((104,105,2.828),1), ((117,104,5.831),1), ((96,103,3.0),2), ((106,121,9.0),2), ((96,106,5.385),1), ((33,29,2.828),3), ((21,22,3.0),3), ((33,21,8.062),2), ((88,87,2.236),4), ((87,112,1.0),4), ((96,103,3.0),4), ((103,102,2.236),4), ((88,103,6.083),3), ((97,94,1.0),5), ((94,95,2.0),5), ((112,1,5.831),5), ((94,112,8.062),4), ((78,77,2.828),6), ((75,76,2.0),6), ((72,75,2.236),6), ((75,77,4.472),5), ((32,35,3.0),7), ((36,33,1.414),7), ((35,33,5.0),6), ((113,85,2.236),8), ((91,92,1.414),8), ((113,91,6.708),7), ((103,102,2.236),9), ((95,98,3.162),9), ((102,98,8.062),8), ((19,115,1.414),10), ((115,91,4.472),10), ((95,98,3.162),10), ((98,116,5.099),10), ((91,98,7.211),9), ((93,88,3.162),11), ((91,92,1.414),11), ((115,91,4.472),11), ((88,91,6.708),10), ((49,52,5.385),12), ((51,50,5.0),12), ((46,49,4.472),12), ((46,52,7.28),11)]

ADD: [(101,104,4.472)]

DROP: [(117,104,5.831), (101,97,6.325), (100,101,2.236)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 17669 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1054.002

Lista tabu: [((100,97,5.0),1), ((107,106,1.414),1), ((92,90,2.0),2), ((85,118,2.236),2), ((113,85,2.236),2), ((85,92,5.831),1), ((37,30,8.544),3), ((36,33,1.414),3), ((36,37,2.236),2), ((55,58,2.236),4), ((59,56,2.236),4), ((59,55,5.385),3), ((114,109,10.198),5), ((19,115,1.414),5), ((19,114,7.81),4), ((20,26,3.162),6), ((29,27,5.0),6), ((20,29,6.083),5), ((82,86,6.708),7), ((86,96,7.0),7), ((85,118,2.236),7), ((86,118,5.0),6), ((102,100,2.236),8), ((105,108,2.236),8), ((104,105,2.828),8), ((102,105,4.0),7), ((46,49,4.472),9), ((40,43,3.0),9), ((42,40,4.243),9), ((49,40,8.246),8), ((2,3,2.0),10), ((3,89,41.437),10), ((82,86,6.708),10), ((86,96,7.0),10), ((89,86,6.403),9), ((60,66,5.831),11), ((63,65,2.236),11), ((63,60,7.616),10), ((120,82,7.071),12), ((82,86,6.708),12), ((83,113,6.403),12), ((82,113,5.099),11)]

ADD: [(40,39,2.0)]

DROP: [(42,40,4.243), (43,39,3.606)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 17824 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1053.466

Lista tabu: [((40,43,3.0),1), ((47,48,2.0),1), ((114,109,10.198),2), ((91,92,1.414),2), ((115,91,4.472),2), ((91,114,8.544),1), ((97,94,1.0),3), ((107,106,1.414),3), ((94,106,8.485),2), ((116,117,7.81),4), ((101,104,4.472),4), ((101,116,9.434),3), ((103,102,2.236),5), ((102,100,2.236),5), ((91,92,1.414),5), ((91,102,10.44),4), ((3,89,41.437),6), ((89,1,3.162),6), ((91,92,1.414),6), ((92,89,9.22),5), ((25,28,3.0),7), ((17,20,3.0),7), ((18,17,2.0),7), ((17,28,9.487),6), ((114,109,10.198),8), ((92,90,2.0),8), ((114,92,9.22),7), ((103,102,2.236),9), ((102,100,2.236),9), ((112,1,5.831),9), ((112,102,10.296),8), ((47,48,2.0),10), ((52,49,5.385),10), ((52,47,9.434),9), ((97,94,1.0),11), ((116,117,7.81),11), ((94,117,9.434),10), ((58,60,4.243),12), ((59,56,2.236),12), ((57,59,3.606),12), ((60,59,9.487),11)]

ADD: [(84,109,10.44)]

DROP: [(118,84,3.606), (114,109,10.198)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 17924 nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Se estancó durante 1 min 8 seg. Aplicamos path relinking para admitir otro optimo local

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 17939 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1187.282

Lista tabu: [((39,44,8.544),1), ((49,52,5.385),1), ((101,97,6.325),2), ((94,95,2.0),2), ((95,97,2.236),1), ((28,34,3.606),3), ((29,27,5.0),3), ((33,29,2.828),3), ((34,29,6.708),2), ((32,35,3.0),4), ((36,33,1.414),4), ((30,36,8.602),4), ((35,36,3.606),3), ((103,102,2.236),5), ((95,98,3.162),5), ((102,98,8.062),4), ((72,71,9.055),6), ((68,1,46.615),6), ((70,68,2.828),6), ((72,68,7.616),5), ((27,24,2.236),7), ((21,22,3.0),7), ((22,24,4.472),6), ((26,23,2.236),8), ((21,22,3.0),8), ((23,22,10.198),7), ((115,119,2.0),9), ((119,109,3.606),9), ((95,98,3.162),9), ((98,119,10.0),8), ((59,61,3.606),10), ((63,62,2.0),10), ((63,59,6.325),9), ((10,8,2.236),11), ((7,6,2.236),11), ((10,7,3.606),10), ((20,26,3.162),12), ((36,33,1.414),12), ((20,36,9.22),11)]

ADD: [(75,72,2.236)]

DROP: [(79,75,4.123), (73,72,3.606)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 17954 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1076.72

Lista tabu: [((79,75,4.123),6), ((73,72,3.606),6), ((75,72,2.236),4), ((83,112,3.0),1), ((112,87,1.0),1), ((82,96,11.662),1), ((102,100,2.236),2), ((108,107,3.162),2), ((102,108,5.385),1), ((104,105,2.828),3), ((108,107,3.162),3), ((104,108,4.123),2), ((1,88,5.831),4), ((112,87,1.0),4), ((1,112,5.831),3), ((1,54,82.298),5), ((58,55,2.236),5), ((55,54,2.828),4), ((72,75,2.236),6), ((73,79,4.123),6), ((79,75,4.123),5), ((120,82,7.071),7), ((82,96,11.662),7), ((83,112,3.0),7), ((112,87,1.0),7), ((82,83,5.0),6), ((7,6,2.236),8), ((4,2,7.211),8), ((4,7,4.123),7), ((59,61,3.606),9), ((63,62,2.0),9), ((59,63,6.325),8), ((54,56,2.828),10), ((58,55,2.236),10), ((58,54,5.0),9), ((5,4,1.0),11), ((11,10,1.414),11), ((12,11,1.414),11), ((11,4,3.162),10), ((118,86,5.0),12), ((113,85,2.236),12), ((93,90,1.0),12), ((113,90,5.0),11)]

ADD: [(42,40,4.243)]

DROP: [(42,111,59.414), (40,1,76.007)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 17989 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1075.669

Lista tabu: [((26,23,2.236),1), ((28,34,3.606),1), ((90,92,2.0),2), ((91,115,4.472),2), ((90,91,3.162),1), ((61,64,3.162),3), ((65,63,2.236),3), ((64,63,5.0),2), ((46,49,4.472),4), ((43,41,9.849),4), ((40,43,3.0),4), ((49,43,5.385),3), ((118,86,5.0),5), ((113,85,2.236),5), ((19,114,7.81),5), ((113,114,5.831),4), ((46,49,4.472),6), ((40,43,3.0),6), ((42,40,4.243),6), ((49,40,8.246),5), ((1,18,73.062),7), ((21,22,3.0),7), ((24,21,2.236),7), ((18,21,3.606),6), ((38,39,3.0),8), ((39,44,8.544),8), ((40,43,3.0),8), ((43,41,9.849),8), ((38,43,5.831),7), ((63,62,2.0),9), ((59,61,3.606),9), ((57,59,3.606),9), ((62,59,7.211),8), ((103,102,2.236),10), ((108,107,3.162),10), ((103,108,6.0),9), ((102,100,2.236),11), ((108,107,3.162),11), ((102,108,5.385),10), ((45,42,3.162),12), ((49,52,5.385),12), ((46,49,4.472),12), ((49,42,7.071),11)]

ADD: [(85,19,7.071)]

DROP: [(19,114,7.81), (85,83,8.602), (113,85,2.236)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 18040 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1073.753

Lista tabu: [((102,100,2.236),1), ((101,97,6.325),1), ((96,103,3.0),1), ((28,34,3.606),2), ((31,32,2.0),2), ((25,28,3.0),2), ((25,34,6.325),1), ((32,35,3.0),3), ((36,33,1.414),3), ((30,36,8.602),3), ((32,36,3.162),2), ((39,44,8.544),4), ((48,47,2.0),4), ((50,48,2.828),4), ((39,48,8.0),3), ((25,28,3.0),5), ((29,27,5.0),5), ((33,29,2.828),5), ((28,29,4.0),4), ((88,93,3.162),6), ((93,90,1.0),6), ((96,103,3.0),6), ((103,102,2.236),6), ((88,103,6.083),5), ((79,81,4.472),7), ((80,78,4.123),7), ((79,80,4.472),6), ((19,85,7.071),8), ((90,92,2.0),8), ((93,90,1.0),8), ((85,90,5.099),7), ((63,62,2.0),9), ((66,60,5.831),9), ((60,62,5.831),8), ((17,20,3.0),10), ((24,21,2.236),10), ((17,24,5.831),9), ((2,3,2.0),11), ((3,89,41.437),11), ((118,86,5.0),11), ((86,113,2.236),11), ((89,86,6.403),10), ((113,83,6.403),12), ((112,87,1.0),12), ((88,93,3.162),12), ((93,112,5.099),11)]

ADD: [(118,113,3.162)]

DROP: [(118,86,5.0), (113,83,6.403)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 18043 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1073.448

Lista tabu: [((39,44,8.544),1), ((48,47,2.0),1), ((50,48,2.828),1), ((25,28,3.0),2), ((29,27,5.0),2), ((33,29,2.828),2), ((28,29,4.0),1), ((88,93,3.162),3), ((93,90,1.0),3), ((96,103,3.0),3), ((103,102,2.236),3), ((88,103,6.083),2), ((79,81,4.472),4), ((80,78,4.123),4), ((79,80,4.472),3), ((19,85,7.071),5), ((90,92,2.0),5), ((93,90,1.0),5), ((85,90,5.099),4), ((63,62,2.0),6), ((66,60,5.831),6), ((60,62,5.831),5), ((17,20,3.0),7), ((24,21,2.236),7), ((17,24,5.831),6), ((2,3,2.0),8), ((3,89,41.437),8), ((118,86,5.0),8), ((86,113,2.236),8), ((89,86,6.403),7), ((113,83,6.403),9), ((112,87,1.0),9), ((88,93,3.162),9), ((93,112,5.099),8), ((118,86,5.0),18), ((113,83,6.403),18), ((118,113,3.162),16), ((1,18,73.062),11), ((21,22,3.0),11), ((24,21,2.236),11), ((18,21,3.606),10), ((49,52,5.385),12), ((51,50,5.0),12), ((49,51,5.385),11)]

ADD: [(41,46,7.616)]

DROP: [(39,44,8.544), (46,49,4.472), (43,41,9.849)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 18054 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1073.226

Lista tabu: [((118,86,5.0),7), ((113,83,6.403),7), ((118,113,3.162),5), ((49,52,5.385),1), ((51,50,5.0),1), ((39,44,8.544),10), ((46,49,4.472),10), ((43,41,9.849),10), ((41,46,7.616),8), ((78,77,2.828),3), ((74,69,5.0),3), ((80,78,4.123),3), ((80,77,6.708),2), ((1,18,73.062),4), ((27,24,2.236),4), ((29,27,5.0),4), ((18,27,6.708),3), ((88,93,3.162),5), ((92,91,1.414),5), ((90,92,2.0),5), ((92,88,5.385),4), ((59,61,3.606),6), ((65,63,2.236),6), ((59,65,7.0),5), ((34,31,2.236),7), ((32,35,3.0),7), ((31,35,3.606),6), ((101,97,6.325),8), ((94,95,2.0),8), ((96,103,3.0),8), ((103,94,5.657),7), ((103,102,2.236),9), ((101,97,6.325),9), ((103,101,6.708),8), ((2,3,2.0),10), ((3,89,41.437),10), ((113,86,2.236),10), ((86,83,6.325),10), ((89,86,6.403),9), ((17,20,3.0),11), ((21,22,3.0),11), ((20,22,7.0),10), ((59,61,3.606),12), ((63,62,2.0),12), ((62,61,6.708),11)]

ADD: [(86,85,3.162)]

DROP: [(113,86,2.236), (85,114,4.123), (19,85,7.071)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 18082 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1073.138

Lista tabu: [((75,76,2.0),1), ((73,79,4.123),1), ((93,90,1.0),2), ((90,92,2.0),2), ((97,94,1.0),2), ((94,95,2.0),2), ((90,97,5.385),1), ((29,27,5.0),3), ((26,23,2.236),3), ((20,26,3.162),3), ((26,29,3.606),2), ((25,28,3.0),4), ((36,33,1.414),4), ((30,36,8.602),4), ((25,36,7.81),3), ((33,29,2.828),5), ((21,22,3.0),5), ((33,21,8.062),4), ((30,36,8.602),6), ((27,24,2.236),6), ((36,24,7.071),5), ((93,90,1.0),7), ((85,86,3.162),7), ((85,93,6.083),6), ((65,63,2.236),8), ((66,60,5.831),8), ((62,66,2.828),8), ((65,66,6.083),7), ((49,52,5.385),9), ((46,41,7.616),9), ((44,46,3.0),9), ((46,52,7.28),8), ((88,93,3.162),10), ((90,92,2.0),10), ((90,88,3.606),9), ((28,34,3.606),11), ((32,35,3.0),11), ((35,34,4.472),10), ((101,97,6.325),12), ((95,98,3.162),12), ((95,101,7.0),11)]

ADD: [(46,49,4.472)]

DROP: [(39,49,8.944), (46,41,7.616), (44,46,3.0)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 18087 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1071.973

Lista tabu: [((30,36,8.602),1), ((27,24,2.236),1), ((93,90,1.0),2), ((85,86,3.162),2), ((85,93,6.083),1), ((65,63,2.236),3), ((66,60,5.831),3), ((62,66,2.828),3), ((65,66,6.083),2), ((49,52,5.385),4), ((46,41,7.616),4), ((44,46,3.0),4), ((46,52,7.28),3), ((88,93,3.162),5), ((90,92,2.0),5), ((90,88,3.606),4), ((28,34,3.606),6), ((32,35,3.0),6), ((35,34,4.472),5), ((101,97,6.325),7), ((95,98,3.162),7), ((95,101,7.0),6), ((39,49,8.944),16), ((46,41,7.616),16), ((44,46,3.0),16), ((46,49,4.472),14), ((93,90,1.0),9), ((87,1,6.403),9), ((112,87,1.0),9), ((90,87,4.0),8), ((20,26,3.162),10), ((25,28,3.0),10), ((25,20,4.243),9), ((60,58,4.243),11), ((55,53,2.236),11), ((55,60,6.403),10), ((7,6,2.236),12), ((5,4,1.0),12), ((5,7,4.0),11)]

