+-+-+-+-+-+-+-+-+-+-+-+-+-+-+ GRAFO CARGADO 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-
        1         2         3         4         5         6         7         8         9         10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56        57        58        59        60        61        62        63        64        65        66        67        68        69        70        71        72        73        74        75        76        77        78        79        80        81        82        83        84        85        86        87        88        89        90        91        92        93        94        95        96        97        98        99        100        101        102        103        104        105        106        107        108        109        110        111        112        113        114        115        116        117        118        119        120        121        122        123        124        125        126        127        128        129        130        131        132        133        134        135        136        137        138        139        140        141        142        143        144        145        146        147        148        149        150        151

ADD: [(30,25,7.071)]

DROP: [(151,30,9.434), (122,25,7.616)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 33828 nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Se estancó durante 0 min 15 seg. Admitimos el penultimo optimo local del nodo 0. Cant estancamientos: 17

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 33842 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1101.26

Lista tabu: [((78,4,2.828),1), ((4,80,3.606),1), ((69,117,4.472),1), ((117,1,18.028),1), ((140,40,3.162),2), ((57,5,8.246),2), ((5,40,9.434),1), ((10,121,2.828),3), ((121,52,8.0),3), ((80,82,6.325),3), ((82,34,2.828),3), ((52,82,7.211),2), ((99,101,3.162),4), ((101,86,4.472),4), ((141,39,1.0),4), ((39,15,11.18),4), ((101,15,8.544),3), ((104,10,5.0),5), ((121,52,8.0),5), ((136,36,2.236),5), ((36,121,9.22),4), ((1,148,10.44),6), ((7,97,4.243),6), ((148,97,5.831),5), ((86,62,4.472),7), ((94,99,3.162),7), ((97,94,5.0),7), ((62,94,6.0),6), ((3,59,9.055),8), ((59,1,9.055),8), ((1,14,11.18),8), ((14,95,4.472),8), ((3,14,9.434),7), ((41,22,7.071),9), ((74,73,3.162),9), ((74,41,8.944),8), ((11,149,7.071),10), ((64,91,4.472),10), ((11,64,9.487),9), ((1,56,30.463),11), ((26,140,7.81),11), ((56,140,8.944),10), ((45,142,3.162),12), ((17,87,6.325),12), ((87,142,6.083),11), ((112,77,7.071),13), ((51,2,6.325),13), ((103,51,2.828),13), ((112,51,7.81),12)]

ADD: [(24,57,7.28)]

DROP: [(76,24,8.485), (24,23,11.18), (68,134,21.587), (134,57,7.28)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 33920 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1100.332

Lista tabu: [((86,62,4.472),1), ((85,6,4.123),1), ((69,117,4.472),2), ((117,1,18.028),2), ((112,77,7.071),2), ((77,78,4.123),2), ((69,77,7.616),1), ((132,129,6.325),3), ((31,123,3.606),3), ((21,31,7.071),3), ((132,31,9.487),2), ((94,99,3.162),4), ((86,62,4.472),4), ((62,99,7.616),3), ((29,130,20.248),5), ((130,79,5.0),5), ((80,82,6.325),5), ((130,82,6.708),4), ((25,30,7.071),6), ((122,151,7.81),6), ((122,25,7.616),5), ((29,130,20.248),7), ((130,79,5.0),7), ((4,80,3.606),7), ((4,130,4.243),6), ((27,106,5.0),8), ((106,1,7.071),8), ((1,54,4.472),8), ((54,41,6.708),8), ((27,54,8.062),7), ((104,10,5.0),9), ((121,52,8.0),9), ((136,36,2.236),9), ((136,10,7.616),8), ((42,146,4.243),10), ((75,76,3.606),10), ((73,75,3.162),10), ((75,146,7.616),9), ((77,78,4.123),11), ((34,103,5.0),11), ((78,103,7.211),10), ((133,1,11.402),12), ((128,32,4.123),12), ((89,128,5.657),12), ((133,128,8.246),11), ((22,74,3.162),13), ((73,75,3.162),13), ((75,74,4.472),12)]

ADD: [(118,93,5.099)]

DROP: [(98,118,2.828), (118,96,2.236), (1,93,18.385)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 34020 nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Se estancó durante 0 min 16 seg. Admitimos el penultimo optimo local del nodo 0. Cant estancamientos: 18

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 34120 nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Se estancó durante 0 min 17 seg. Admitimos el penultimo optimo local del nodo 0. Cant estancamientos: 19

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 34130 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1128.201

Lista tabu: [((60,96,4.0),4), ((96,98,3.0),4), ((95,14,4.472),4), ((95,96,3.162),3), ((1,7,11.18),5), ((7,38,11.18),5), ((148,61,8.246),5), ((61,7,8.944),4), ((148,61,8.246),6), ((119,6,3.606),6), ((119,148,8.062),5), ((91,64,4.472),7), ((109,71,8.485),7), ((11,109,2.236),7), ((109,64,8.062),6), ((99,93,3.162),8), ((93,96,3.606),8), ((100,97,2.236),8), ((93,100,4.472),7), ((78,4,2.828),9), ((4,80,3.606),9), ((122,69,6.708),9), ((4,122,7.616),8), ((69,81,2.0),10), ((151,13,6.325),10), ((25,30,7.071),10), ((25,81,9.22),9), ((85,18,6.083),11), ((18,114,5.0),11), ((83,126,12.042),11), ((18,126,8.246),10), ((91,64,4.472),12), ((127,12,7.616),12), ((91,127,4.123),11), ((59,138,5.657),13), ((14,1,11.18),13), ((14,59,6.083),12)]

ADD: [(142,17,3.0)]

DROP: [(142,87,6.083), (114,17,7.071)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 34131 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1127.424

Lista tabu: [((60,96,4.0),3), ((96,98,3.0),3), ((95,14,4.472),3), ((95,96,3.162),2), ((1,7,11.18),4), ((7,38,11.18),4), ((148,61,8.246),4), ((61,7,8.944),3), ((148,61,8.246),5), ((119,6,3.606),5), ((119,148,8.062),4), ((91,64,4.472),6), ((109,71,8.485),6), ((11,109,2.236),6), ((109,64,8.062),5), ((99,93,3.162),7), ((93,96,3.606),7), ((100,97,2.236),7), ((93,100,4.472),6), ((78,4,2.828),8), ((4,80,3.606),8), ((122,69,6.708),8), ((4,122,7.616),7), ((69,81,2.0),9), ((151,13,6.325),9), ((25,30,7.071),9), ((25,81,9.22),8), ((85,18,6.083),10), ((18,114,5.0),10), ((83,126,12.042),10), ((18,126,8.246),9), ((91,64,4.472),11), ((127,12,7.616),11), ((91,127,4.123),10), ((59,138,5.657),12), ((14,1,11.18),12), ((14,59,6.083),11), ((142,87,6.083),22), ((114,17,7.071),22), ((142,17,3.0),20)]

ADD: [(15,43,9.22)]

DROP: [(15,101,8.544), (43,1,25.495)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 34143 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1126.727

Lista tabu: [((142,87,6.083),10), ((114,17,7.071),10), ((142,17,3.0),8), ((15,101,8.544),11), ((43,1,25.495),11), ((15,43,9.22),9), ((150,27,3.606),3), ((27,106,5.0),3), ((139,1,10.0),3), ((27,139,5.0),2), ((148,61,8.246),4), ((119,6,3.606),4), ((61,6,4.472),3), ((17,62,4.472),5), ((94,99,3.162),5), ((86,94,2.828),5), ((94,17,8.944),4), ((1,7,11.18),6), ((7,38,11.18),6), ((148,61,8.246),6), ((7,148,2.0),5), ((112,77,7.071),7), ((77,117,3.162),7), ((1,110,17.117),7), ((110,77,9.487),6), ((88,98,4.243),8), ((97,95,4.0),8), ((95,88,9.22),7), ((23,134,1.0),9), ((74,75,4.472),9), ((23,75,3.162),8), ((118,14,3.606),10), ((138,3,5.831),10), ((59,138,5.657),10), ((118,138,5.099),9), ((7,38,11.18),11), ((96,1,14.866),11), ((93,96,3.606),11), ((96,7,6.0),10), ((105,100,0.0),12), ((100,97,2.236),12), ((86,94,2.828),12), ((94,99,3.162),12), ((100,86,5.657),11), ((6,105,6.403),13), ((100,97,2.236),13), ((97,105,2.236),12)]

ADD: [(93,38,2.828)]

DROP: [(7,38,11.18), (99,93,3.162)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 34164 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1123.448

Lista tabu: [((7,38,11.18),2), ((99,93,3.162),2), ((104,10,5.0),1), ((121,52,8.0),1), ((36,137,4.0),1), ((25,30,7.071),2), ((122,69,6.708),2), ((122,25,7.616),1), ((1,59,9.055),3), ((59,138,5.657),3), ((54,41,6.708),3), ((41,59,4.123),2), ((41,22,7.071),4), ((138,3,5.831),4), ((41,3,9.434),3), ((29,130,20.248),5), ((1,54,4.472),5), ((29,54,7.211),4), ((91,64,4.472),6), ((127,12,7.616),6), ((64,12,8.062),5), ((41,22,7.071),7), ((59,138,5.657),7), ((41,138,8.544),6), ((145,88,3.606),8), ((118,14,3.606),8), ((88,14,7.28),7), ((88,98,4.243),9), ((118,14,3.606),9), ((14,98,6.403),8), ((94,99,3.162),10), ((99,7,10.817),10), ((44,143,7.28),10), ((143,101,8.544),10), ((99,101,3.162),9), ((10,121,2.828),11), ((121,52,8.0),11), ((80,82,6.325),11), ((82,34,2.828),11), ((52,82,7.211),10), ((110,55,6.403),12), ((131,135,6.708),12), ((55,135,5.657),11), ((15,43,9.22),13), ((43,16,9.22),13), ((58,145,3.606),13), ((43,58,8.0),12)]

ADD: [(143,15,6.0)]

DROP: [(15,43,9.22), (143,101,8.544)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 34186 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1123.417

Lista tabu: [((15,43,9.22),1), ((143,101,8.544),1), ((95,113,7.071),1), ((148,61,8.246),1), ((1,148,10.44),1), ((29,130,20.248),2), ((130,79,5.0),2), ((117,78,2.236),2), ((117,130,9.22),1), ((109,71,8.485),3), ((71,1,21.095),3), ((2,70,4.472),3), ((70,71,9.0),2), ((33,91,4.472),4), ((127,12,7.616),4), ((33,127,8.062),3), ((131,135,6.708),5), ((25,30,7.071),5), ((30,135,9.487),4), ((42,23,4.243),6), ((76,57,4.123),6), ((23,57,8.246),5), ((62,86,4.472),7), ((94,99,3.162),7), ((94,62,6.0),6), ((118,14,3.606),8), ((138,3,5.831),8), ((59,138,5.657),8), ((138,118,5.099),7), ((68,40,9.899),9), ((40,140,3.162),9), ((73,5,8.944),9), ((40,5,9.434),8), ((1,96,14.866),10), ((99,7,10.817),10), ((7,96,6.0),9), ((88,98,4.243),11), ((97,95,4.0),11), ((95,88,9.22),10), ((45,142,3.162),12), ((17,62,4.472),12), ((62,142,7.28),11), ((41,22,7.071),13), ((111,150,7.616),13), ((150,22,8.544),12)]

ADD: [(101,93,5.657)]

DROP: [(96,93,3.606), (93,38,2.828), (101,1,24.042)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 34248 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1119.445

Lista tabu: [((1,116,19.026),1), ((116,146,6.708),1), ((138,3,5.831),1), ((3,58,5.831),1), ((62,86,4.472),2), ((92,120,6.325),2), ((38,92,5.099),2), ((92,62,5.831),1), ((96,38,6.403),3), ((1,148,10.44),3), ((96,148,8.0),2), ((94,99,3.162),4), ((43,101,8.485),4), ((101,94,6.0),3), ((6,105,6.403),5), ((105,100,0.0),5), ((38,92,5.099),5), ((92,105,8.602),4), ((143,44,7.28),6), ((16,43,9.22),6), ((43,44,9.055),5), ((138,3,5.831),7), ((3,58,5.831),7), ((74,75,4.472),7), ((74,3,9.0),6), ((1,123,23.087),8), ((109,71,8.485),8), ((71,123,5.099),7), ((148,61,8.246),9), ((61,119,1.0),9), ((115,1,24.042),9), ((61,115,9.434),8), ((100,97,2.236),10), ((97,95,4.0),10), ((94,99,3.162),10), ((99,7,10.817),10), ((95,99,9.22),9), ((99,7,10.817),11), ((7,1,11.18),11), ((60,118,6.083),11), ((7,60,7.211),10), ((94,99,3.162),12), ((99,7,10.817),12), ((60,118,6.083),12), ((118,99,8.246),11), ((69,81,2.0),13), ((151,13,6.325),13), ((25,30,7.071),13), ((151,30,9.434),12)]

ADD: [(38,99,1.414)]

DROP: [(38,92,5.099), (99,7,10.817), (94,99,3.162)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 34748 nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Se estancó durante 0 min 20 seg en NODO 0. Aplicamos path relinking para admitir otro optimo local

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 34782 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1081.374

Lista tabu: [((13,151,6.325),1), ((110,1,17.117),1), ((55,110,6.403),1), ((1,112,9.22),2), ((77,29,9.434),2), ((112,29,4.123),1), ((79,130,5.0),3), ((130,117,9.22),3), ((80,4,3.606),3), ((4,130,4.243),2), ((130,117,9.22),4), ((117,1,18.028),4), ((80,4,3.606),4), ((4,117,5.0),3), ((98,93,3.162),5), ((96,118,2.236),5), ((95,96,3.162),5), ((93,96,3.606),4), ((86,92,3.162),6), ((99,38,1.414),6), ((38,86,4.472),5), ((49,8,7.28),7), ((8,128,10.198),7), ((47,125,7.211),7), ((125,48,4.0),7), ((49,125,5.0),6), ((75,73,3.162),8), ((23,134,1.0),8), ((42,23,4.243),8), ((23,73,6.325),7), ((88,138,5.657),9), ((98,93,3.162),9), ((118,98,2.828),9), ((98,88,4.243),8), ((7,105,6.403),10), ((100,94,2.828),10), ((99,38,1.414),10), ((38,100,6.0),9), ((115,9,2.236),11), ((9,47,9.434),11), ((126,84,7.071),11), ((9,126,5.831),10), ((53,107,7.211),12), ((128,32,4.123),12), ((8,128,10.198),12), ((53,128,5.831),11), ((105,100,0.0),13), ((100,94,2.828),13), ((60,97,3.162),13), ((97,1,15.264),13), ((94,97,5.0),12)]

ADD: [(147,53,6.403)]

DROP: [(147,3,22.204), (59,53,19.235)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 34882 nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Se estancó durante 0 min 21 seg en NODO 0. Aplicamos path relinking para admitir otro optimo local

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 34911 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1122.078

Lista tabu: [((1,59,9.055),1), ((59,3,9.055),1), ((14,1,11.18),1), ((13,151,6.325),2), ((110,1,17.117),2), ((13,110,2.828),1), ((100,94,2.828),3), ((94,86,2.828),3), ((93,99,3.162),3), ((99,94,3.162),2), ((41,54,6.708),4), ((54,1,4.472),4), ((1,113,5.0),4), ((113,54,6.083),3), ((140,40,3.162),5), ((24,57,7.28),5), ((57,40,7.0),4), ((95,96,3.162),6), ((14,1,11.18),6), ((138,14,3.606),6), ((96,14,5.099),5), ((62,60,9.0),7), ((60,97,3.162),7), ((93,99,3.162),7), ((99,38,1.414),7), ((60,38,4.123),6), ((62,60,9.0),8), ((60,97,3.162),8), ((38,101,2.828),8), ((60,101,6.708),7), ((1,89,19.235),9), ((89,149,3.162),9), ((8,128,10.198),9), ((8,89,6.325),8), ((100,94,2.828),10), ((94,86,2.828),10), ((38,101,2.828),10), ((101,94,6.0),9), ((106,27,5.0),11), ((27,150,3.606),11), ((1,139,10.0),11), ((27,139,5.0),10), ((119,61,1.0),12), ((84,90,12.166),12), ((119,84,5.0),11), ((1,59,9.055),13), ((59,3,9.055),13), ((41,54,6.708),13), ((59,54,5.099),12)]

ADD: [(59,138,5.657)]

DROP: [(1,59,9.055), (3,107,33.106), (138,14,3.606)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 34926 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1116.092

Lista tabu: [((1,59,9.055),8), ((3,107,33.106),8), ((138,14,3.606),8), ((59,138,5.657),6), ((35,79,5.0),1), ((79,130,5.0),1), ((82,80,6.325),1), ((79,130,5.0),2), ((130,117,9.22),2), ((82,80,6.325),2), ((80,130,1.0),1), ((100,94,2.828),3), ((6,1,20.616),3), ((100,6,6.403),2), ((89,149,3.162),4), ((149,63,3.162),4), ((128,32,4.123),4), ((32,149,6.708),3), ((42,23,4.243),5), ((134,76,3.162),5), ((42,134,5.0),4), ((88,138,5.657),6), ((98,93,3.162),6), ((118,98,2.828),6), ((98,88,4.243),5), ((93,99,3.162),7), ((38,101,2.828),7), ((38,93,2.828),6), ((60,97,3.162),8), ((97,1,15.264),8), ((98,93,3.162),8), ((93,99,3.162),8), ((60,93,2.236),7), ((52,121,8.0),9), ((10,104,5.0),9), ((10,52,6.325),8), ((23,134,1.0),10), ((75,73,3.162),10), ((134,73,6.083),9), ((151,81,0.0),11), ((55,110,6.403),11), ((81,110,5.657),10), ((101,43,8.485),12), ((43,88,7.211),12), ((145,58,3.606),12), ((58,16,7.28),12), ((43,145,6.708),11), ((10,104,5.0),13), ((52,121,8.0),13), ((1,52,26.926),13), ((52,104,6.708),12)]

ADD: [(53,128,5.831)]

DROP: [(147,53,6.403), (53,116,28.46), (8,128,10.198)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 34930 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1112.103

Lista tabu: [((1,59,9.055),4), ((3,107,33.106),4), ((138,14,3.606),4), ((59,138,5.657),2), ((42,23,4.243),1), ((134,76,3.162),1), ((88,138,5.657),2), ((98,93,3.162),2), ((118,98,2.828),2), ((98,88,4.243),1), ((93,99,3.162),3), ((38,101,2.828),3), ((38,93,2.828),2), ((60,97,3.162),4), ((97,1,15.264),4), ((98,93,3.162),4), ((93,99,3.162),4), ((60,93,2.236),3), ((52,121,8.0),5), ((10,104,5.0),5), ((10,52,6.325),4), ((23,134,1.0),6), ((75,73,3.162),6), ((134,73,6.083),5), ((151,81,0.0),7), ((55,110,6.403),7), ((81,110,5.657),6), ((101,43,8.485),8), ((43,88,7.211),8), ((145,58,3.606),8), ((58,16,7.28),8), ((43,145,6.708),7), ((10,104,5.0),9), ((52,121,8.0),9), ((1,52,26.926),9), ((52,104,6.708),8), ((147,53,6.403),19), ((53,116,28.46),19), ((8,128,10.198),19), ((53,128,5.831),17), ((75,73,3.162),11), ((74,22,3.162),11), ((75,74,4.472),10), ((47,125,7.211),12), ((125,48,4.0),12), ((83,49,5.385),12), ((49,125,5.0),11), ((150,111,7.616),13), ((111,5,4.123),13), ((22,41,7.071),13), ((111,22,6.083),12)]

ADD: [(8,107,3.162)]

DROP: [(1,107,18.439), (107,83,6.0), (8,53,9.899), (53,128,5.831)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 34940 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1102.873

Lista tabu: [((147,53,6.403),9), ((53,116,28.46),9), ((8,128,10.198),9), ((53,128,5.831),7), ((75,73,3.162),1), ((74,22,3.162),1), ((47,125,7.211),2), ((125,48,4.0),2), ((83,49,5.385),2), ((49,125,5.0),1), ((150,111,7.616),3), ((111,5,4.123),3), ((22,41,7.071),3), ((111,22,6.083),2), ((1,107,18.439),13), ((107,83,6.0),13), ((8,53,9.899),13), ((53,128,5.831),13), ((8,107,3.162),11), ((98,93,3.162),5), ((99,38,1.414),5), ((99,98,6.0),4), ((102,2,5.0),6), ((133,28,6.708),6), ((70,133,1.414),6), ((133,102,6.083),5), ((82,80,6.325),7), ((80,4,3.606),7), ((52,121,8.0),7), ((121,10,2.828),7), ((82,121,4.472),6), ((145,58,3.606),8), ((58,16,7.28),8), ((3,14,9.434),8), ((3,58,5.831),7), ((138,59,5.657),9), ((59,3,9.055),9), ((106,27,5.0),9), ((27,150,3.606),9), ((59,106,5.657),8), ((109,127,7.211),10), ((91,33,4.472),10), ((64,91,4.472),10), ((91,109,5.0),9), ((104,67,9.487),11), ((72,66,10.296),11), ((72,104,6.403),10), ((27,150,3.606),12), ((150,111,7.616),12), ((110,1,17.117),12), ((110,150,6.403),11), ((49,8,7.28),13), ((8,107,3.162),13), ((1,89,19.235),13), ((8,89,6.325),12)]

ADD: [(147,53,6.403)]

DROP: [(147,116,23.345), (1,53,11.314)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 34956 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1090.855

Lista tabu: [((147,116,23.345),7), ((1,53,11.314),7), ((147,53,6.403),5), ((113,148,6.0),1), ((84,90,12.166),1), ((99,38,1.414),2), ((86,92,3.162),2), ((99,92,4.472),1), ((1,7,11.18),3), ((7,105,6.403),3), ((113,148,6.0),3), ((7,148,2.0),2), ((60,97,3.162),4), ((97,1,15.264),4), ((98,93,3.162),4), ((93,99,3.162),4), ((60,93,2.236),3), ((82,80,6.325),5), ((80,4,3.606),5), ((52,121,8.0),5), ((121,10,2.828),5), ((82,121,4.472),4), ((100,94,2.828),6), ((86,92,3.162),6), ((92,94,5.831),5), ((1,95,12.042),7), ((95,96,3.162),7), ((113,148,6.0),7), ((148,95,5.099),6), ((4,78,2.828),8), ((78,77,4.123),8), ((81,69,2.0),8), ((78,81,6.708),7), ((93,99,3.162),9), ((38,101,2.828),9), ((38,93,2.828),8), ((53,83,12.649),10), ((49,8,7.28),10), ((8,107,3.162),10), ((83,8,5.831),9), ((95,96,3.162),11), ((96,118,2.236),11), ((62,60,9.0),11), ((60,97,3.162),11), ((95,60,5.831),10), ((130,117,9.22),12), ((117,1,18.028),12), ((80,4,3.606),12), ((4,117,5.0),11), ((123,71,5.099),13), ((71,1,21.095),13), ((32,102,6.0),13), ((71,102,4.0),12)]

ADD: [(3,116,1.414)]

DROP: [(59,3,9.055), (3,14,9.434), (1,116,19.026)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 34968 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1085.235

Lista tabu: [((123,71,5.099),1), ((71,1,21.095),1), ((32,102,6.0),1), ((59,3,9.055),11), ((3,14,9.434),11), ((1,116,19.026),11), ((3,116,1.414),9), ((151,81,0.0),3), ((55,110,6.403),3), ((81,110,5.657),2), ((86,92,3.162),4), ((93,99,3.162),4), ((99,86,3.162),3), ((85,6,4.123),5), ((126,84,7.071),5), ((84,85,6.708),4), ((95,96,3.162),6), ((98,93,3.162),6), ((98,95,6.083),5), ((98,93,3.162),7), ((93,99,3.162),7), ((100,94,2.828),7), ((94,86,2.828),7), ((99,94,3.162),6), ((130,117,9.22),8), ((117,1,18.028),8), ((69,122,6.708),8), ((117,69,4.472),7), ((130,117,9.22),9), ((117,1,18.028),9), ((80,4,3.606),9), ((4,117,5.0),8), ((7,105,6.403),10), ((94,86,2.828),10), ((86,105,5.657),9), ((13,151,6.325),11), ((110,1,17.117),11), ((55,110,6.403),11), ((151,110,5.657),10), ((88,138,5.657),12), ((98,93,3.162),12), ((118,98,2.828),12), ((98,88,4.243),11), ((77,29,9.434),13), ((29,1,6.325),13), ((1,139,10.0),13), ((139,29,4.472),12)]

ADD: [(59,54,5.099)]

DROP: [(138,59,5.657), (59,14,6.083), (41,54,6.708)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 35068 nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Se estancó durante 0 min 21 seg en NODO 0. Aplicamos path relinking para admitir otro optimo local

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 35071 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1139.08

Lista tabu: [((27,150,3.606),11), ((150,111,7.616),11), ((110,1,17.117),11), ((110,150,6.403),10), ((92,120,6.325),12), ((120,45,2.236),12), ((101,43,8.485),12), ((101,120,7.071),11), ((116,83,37.443),13), ((83,49,5.385),13), ((20,124,3.162),13), ((124,1,29.069),13), ((49,124,5.831),12)]

ADD: [(88,3,7.071)]

DROP: [(59,3,9.055), (116,83,37.443), (88,138,5.657)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 35079 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1138.875

