+-+-+-+-+-+-+-+-+-+-+-+-+-+-+ GRAFO CARGADO 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-
        1         2         3         4         5         6         7         8         9         10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56        57        58        59        60        61        62        63        64        65        66        67        68        69        70        71        72        73        74        75        76        77        78        79        80

ADD: [(12,63,12.649)]

DROP: [(7,12,16.155), (12,64,6.708), (63,24,8.602), (24,53,24.083)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 25393 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1865.693

Lista tabu: [((31,79,12.728),1), ((9,25,22.361),1), ((1,13,56.356),2), ((24,64,14.036),2), ((7,24,13.601),2), ((13,24,7.616),1), ((58,17,12.042),3), ((17,44,2.0),3), ((76,21,2.0),3), ((21,1,90.427),3), ((44,21,20.396),2), ((17,44,2.0),4), ((69,9,13.601),4), ((44,9,19.026),3), ((63,12,12.649),5), ((72,11,8.062),5), ((63,72,20.591),4), ((75,61,8.062),6), ((61,40,2.236),6), ((32,18,2.0),6), ((18,30,7.28),6), ((61,30,11.314),5), ((36,27,13.0),7), ((27,48,15.0),7), ((58,17,12.042),7), ((58,27,17.117),6), ((9,25,22.361),8), ((25,1,73.682),8), ((35,38,15.0),8), ((38,3,2.0),8), ((9,38,9.849),7), ((12,53,11.402),9), ((29,72,13.928),9), ((12,29,14.213),8)]

ADD: [(25,64,18.439)]

DROP: [(9,25,22.361), (25,1,73.682), (7,24,13.601), (24,64,14.036)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 25412 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1860.626

Lista tabu: [((29,72,13.928),1), ((80,19,14.866),1), ((38,3,2.0),2), ((24,9,34.482),2), ((9,38,9.849),1), ((13,45,1.414),3), ((45,6,5.0),3), ((1,63,54.406),3), ((63,12,12.649),3), ((13,63,10.198),2), ((6,7,16.492),4), ((47,60,19.698),4), ((60,6,13.038),3), ((14,75,31.828),5), ((52,1,37.014),5), ((14,52,16.763),4), ((63,12,12.649),6), ((12,53,11.402),6), ((25,64,18.439),6), ((12,25,12.53),5), ((19,49,5.099),7), ((49,15,20.224),7), ((29,72,13.928),7), ((29,49,13.892),6), ((1,14,22.204),8), ((14,75,31.828),8), ((74,2,36.401),8), ((2,14,18.358),7), ((51,59,15.264),9), ((59,1,56.009),9), ((37,67,11.045),9), ((59,67,19.416),8)]

ADD: [(25,63,19.313)]

DROP: [(25,64,18.439), (64,1,58.694), (1,63,54.406), (63,12,12.649)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 25512 nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Se estancó en Path Relinking durante 1 min 49 seg en NODO 0. Partimos de otra solucion inicial    

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 25524 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1904.531

Lista tabu: [((19,3,27.659),1), ((38,7,16.279),1), ((45,13,1.414),2), ((13,4,19.235),2), ((63,12,12.649),2), ((12,35,10.44),2), ((13,63,10.198),1), ((38,7,16.279),3), ((7,25,4.0),3), ((31,60,11.662),3), ((60,47,19.698),3), ((7,31,5.831),2), ((6,45,5.0),4), ((13,4,19.235),4), ((24,28,19.105),4), ((24,45,7.211),3), ((6,45,5.0),5), ((45,13,1.414),5), ((7,25,4.0),5), ((25,1,73.682),5), ((13,25,20.224),4), ((35,9,24.083),6), ((9,69,13.601),6), ((79,17,17.029),6), ((17,9,19.026),5), ((36,66,11.18),7), ((66,70,11.402),7), ((20,48,8.602),7), ((66,20,21.378),6), ((16,65,15.264),8), ((42,26,4.243),8), ((47,42,6.083),8), ((16,42,7.81),7), ((6,45,5.0),9), ((13,4,19.235),9), ((4,45,19.698),8)]

ADD: [(28,79,17.029)]

DROP: [(24,28,19.105), (28,6,12.083), (1,79,86.354)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 25528 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1890.568

Lista tabu: [((6,45,5.0),1), ((45,13,1.414),1), ((7,25,4.0),1), ((25,1,73.682),1), ((35,9,24.083),2), ((9,69,13.601),2), ((79,17,17.029),2), ((17,9,19.026),1), ((36,66,11.18),3), ((66,70,11.402),3), ((20,48,8.602),3), ((66,20,21.378),2), ((16,65,15.264),4), ((42,26,4.243),4), ((47,42,6.083),4), ((16,42,7.81),3), ((6,45,5.0),5), ((13,4,19.235),5), ((4,45,19.698),4), ((24,28,19.105),12), ((28,6,12.083),12), ((1,79,86.354),12), ((28,79,17.029),10), ((38,7,16.279),7), ((7,25,4.0),7), ((29,80,6.325),7), ((80,53,8.0),7), ((25,80,21.095),6), ((33,5,17.72),8), ((23,46,3.162),8), ((23,33,10.0),7), ((6,45,5.0),9), ((13,4,19.235),9), ((24,6,8.544),9), ((45,24,7.211),8)]

ADD: [(28,60,2.0)]

DROP: [(28,79,17.029), (31,60,11.662)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 25542 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1876.66

Lista tabu: [((28,79,17.029),2), ((31,60,11.662),2), ((31,79,12.728),1), ((79,17,17.029),1), ((9,69,13.601),1), ((6,45,5.0),2), ((45,13,1.414),2), ((18,30,7.28),2), ((30,75,7.0),2), ((6,30,7.211),1), ((6,45,5.0),3), ((45,13,1.414),3), ((7,25,4.0),3), ((25,1,73.682),3), ((13,25,20.224),2), ((46,51,9.055),4), ((51,77,7.071),4), ((39,67,17.029),4), ((39,51,20.591),3), ((35,9,24.083),5), ((11,72,8.062),5), ((35,72,20.809),4), ((1,59,56.009),6), ((59,33,19.0),6), ((39,67,17.029),6), ((59,67,19.416),5), ((38,7,16.279),7), ((29,80,6.325),7), ((80,38,19.647),6), ((79,17,17.029),8), ((17,44,2.0),8), ((62,76,12.083),8), ((76,21,2.0),8), ((17,62,7.071),7), ((43,2,26.173),9), ((22,41,12.166),9), ((2,41,18.028),8)]

ADD: [(34,65,12.042)]

DROP: [(10,34,18.439), (34,55,14.318), (16,65,15.264)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 25842 nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Se estancó durante 1 min 50 seg. Admitimos una solucion peor para diversificar en nodo 0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 25902 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1879.604

Lista tabu: [((66,70,11.402),1), ((70,56,20.248),1), ((20,48,8.602),1), ((48,57,9.22),1), ((1,28,72.422),2), ((28,60,2.0),2), ((7,25,4.0),2), ((25,1,73.682),2), ((28,7,18.601),1), ((12,35,10.44),3), ((19,3,27.659),3), ((3,12,24.166),2), ((40,61,2.236),4), ((61,18,10.05),4), ((24,6,8.544),4), ((6,45,5.0),4), ((40,6,20.616),3), ((79,17,17.029),5), ((58,27,17.117),5), ((44,58,13.454),5), ((58,79,20.616),4), ((59,33,19.0),6), ((51,77,7.071),6), ((46,51,9.055),6), ((59,51,15.264),5), ((78,40,16.279),7), ((61,18,10.05),7), ((18,40,12.166),6), ((68,54,8.062),8), ((54,37,10.63),8), ((78,40,16.279),8), ((40,61,2.236),8), ((54,61,24.042),7), ((1,8,40.012),9), ((8,72,22.204),9), ((22,41,12.166),9), ((8,41,22.136),8)]

ADD: [(53,15,13.416)]

DROP: [(15,11,13.601), (53,1,73.171)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 25969 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1878.231

Lista tabu: [((59,33,19.0),1), ((77,71,18.0),1), ((52,78,5.0),2), ((78,40,16.279),2), ((39,67,17.029),2), ((67,78,17.464),1), ((64,24,14.036),3), ((24,6,8.544),3), ((63,12,12.649),3), ((12,35,10.44),3), ((64,12,6.708),2), ((77,71,18.0),4), ((71,1,47.539),4), ((1,43,28.018),4), ((71,43,23.345),3), ((21,32,24.187),5), ((32,1,66.603),5), ((60,47,19.698),5), ((32,47,16.279),4), ((61,18,10.05),6), ((75,1,53.907),6), ((30,75,7.0),6), ((75,61,8.062),5), ((26,20,17.889),7), ((20,48,8.602),7), ((70,56,20.248),7), ((56,10,11.402),7), ((26,56,21.471),6), ((35,9,24.083),8), ((19,3,27.659),8), ((35,3,13.892),7), ((31,79,12.728),9), ((79,17,17.029),9), ((9,69,13.601),9), ((69,79,11.18),8)]

ADD: [(80,15,18.439)]

DROP: [(53,80,8.0), (29,11,21.84), (15,53,13.416)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 26069 nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Se estancó durante 1 min 51 seg. Admitimos una solucion peor para diversificar en nodo 0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 26081 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1895.756

Lista tabu: [((9,69,13.601),1), ((62,76,12.083),1), ((34,65,12.042),2), ((47,42,6.083),2), ((60,47,19.698),2), ((47,65,12.042),1), ((64,24,14.036),3), ((8,72,22.204),3), ((64,72,11.705),2), ((36,66,11.18),4), ((66,70,11.402),4), ((20,48,8.602),4), ((66,20,21.378),3), ((59,33,19.0),5), ((46,51,9.055),5), ((59,46,23.087),4), ((6,45,5.0),6), ((61,18,10.05),6), ((6,18,11.705),5), ((34,65,12.042),7), ((65,1,71.847),7), ((18,30,7.28),7), ((30,75,7.0),7), ((65,75,24.0),6), ((46,51,9.055),8), ((51,77,7.071),8), ((39,67,17.029),8), ((39,51,20.591),7), ((57,16,18.385),9), ((42,26,4.243),9), ((47,42,6.083),9), ((42,57,20.616),8)]

ADD: [(80,53,8.0)]

DROP: [(15,80,18.439), (29,53,2.828)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 26098 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1895.244

Lista tabu: [((21,32,24.187),1), ((32,1,66.603),1), ((1,28,72.422),1), ((28,60,2.0),1), ((76,21,2.0),2), ((21,32,24.187),2), ((60,47,19.698),2), ((47,42,6.083),2), ((21,42,19.723),1), ((50,39,41.11),3), ((74,1,17.0),3), ((37,74,15.0),3), ((50,74,9.22),2), ((31,79,12.728),4), ((79,17,17.029),4), ((21,32,24.187),4), ((21,79,15.811),3), ((17,44,2.0),5), ((44,58,13.454),5), ((9,69,13.601),5), ((44,9,19.026),4), ((20,48,8.602),6), ((42,26,4.243),6), ((47,42,6.083),6), ((42,48,18.439),5), ((42,26,4.243),7), ((16,34,7.071),7), ((26,34,17.0),6), ((34,65,12.042),8), ((65,1,71.847),8), ((18,30,7.28),8), ((30,75,7.0),8), ((65,75,24.0),7), ((13,4,19.235),9), ((4,1,48.104),9), ((50,39,41.11),9), ((39,67,17.029),9), ((4,67,23.537),8)]

ADD: [(4,52,11.662)]

DROP: [(14,52,16.763), (52,40,21.213), (4,1,48.104)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 26108 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1877.81

Lista tabu: [((14,52,16.763),6), ((52,40,21.213),6), ((4,1,48.104),6), ((4,52,11.662),4), ((54,37,10.63),1), ((13,4,19.235),1), ((76,21,2.0),2), ((21,32,24.187),2), ((42,26,4.243),2), ((26,20,17.889),2), ((21,20,15.133),1), ((37,74,15.0),3), ((74,1,17.0),3), ((1,43,28.018),3), ((43,78,14.142),3), ((37,43,9.22),2), ((38,7,16.279),4), ((7,25,4.0),4), ((61,18,10.05),4), ((18,30,7.28),4), ((7,30,23.409),3), ((30,75,7.0),5), ((75,1,53.907),5), ((1,63,54.406),5), ((63,12,12.649),5), ((30,63,19.416),4), ((62,76,12.083),6), ((76,21,2.0),6), ((60,47,19.698),6), ((60,76,18.868),5), ((26,20,17.889),7), ((20,48,8.602),7), ((76,21,2.0),7), ((21,32,24.187),7), ((26,21,15.652),6), ((7,25,4.0),8), ((25,1,73.682),8), ((11,53,20.616),8), ((53,80,8.0),8), ((7,53,22.204),7), ((77,71,18.0),9), ((71,1,47.539),9), ((39,67,17.029),9), ((71,67,6.325),8)]

ADD: [(4,78,7.28)]

DROP: [(43,78,14.142), (78,2,30.083), (4,52,11.662)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 26208 nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Se estancó durante 1 min 52 seg. Admitimos una solucion peor para diversificar en nodo 0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 26217 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1910.42

Lista tabu: [((39,67,17.029),1), ((67,68,0.0),1), ((51,77,7.071),1), ((77,71,18.0),1), ((36,66,11.18),2), ((66,70,11.402),2), ((20,48,8.602),2), ((66,20,21.378),1), ((1,14,22.204),3), ((14,40,36.892),3), ((54,37,10.63),3), ((37,74,15.0),3), ((14,54,23.022),2), ((48,57,9.22),4), ((57,16,18.385),4), ((70,56,20.248),4), ((56,10,11.402),4), ((16,56,10.198),3), ((61,18,10.05),5), ((75,1,53.907),5), ((30,75,7.0),5), ((75,61,8.062),4), ((1,59,56.009),6), ((59,33,19.0),6), ((39,77,19.849),6), ((39,59,5.385),5), ((50,39,41.11),7), ((39,77,19.849),7), ((5,23,17.029),7), ((23,46,3.162),7), ((77,23,17.72),6), ((66,70,11.402),8), ((70,56,20.248),8), ((34,65,12.042),8), ((65,1,71.847),8), ((56,65,23.77),7), ((62,76,12.083),9), ((76,21,2.0),9), ((60,47,19.698),9), ((76,47,18.111),8)]

ADD: [(71,59,16.401)]

DROP: [(1,59,56.009), (67,71,6.325)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 26261 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1903.196

Lista tabu: [((11,53,20.616),1), ((15,72,7.071),1), ((29,15,12.806),1), ((1,28,72.422),2), ((28,60,2.0),2), ((18,30,7.28),2), ((30,28,13.038),1), ((60,47,19.698),3), ((26,20,17.889),3), ((42,26,4.243),3), ((26,60,21.378),2), ((18,30,7.28),4), ((30,75,7.0),4), ((68,54,8.062),4), ((54,37,10.63),4), ((75,54,24.021),3), ((51,67,29.155),5), ((67,1,41.231),5), ((77,68,24.083),5), ((68,54,8.062),5), ((67,54,8.062),4), ((47,42,6.083),6), ((26,20,17.889),6), ((42,20,19.647),5), ((1,14,22.204),7), ((14,40,36.892),7), ((68,54,8.062),7), ((54,37,10.63),7), ((40,54,22.472),6), ((31,79,12.728),8), ((79,17,17.029),8), ((69,62,8.062),8), ((62,79,13.416),7), ((31,79,12.728),9), ((79,17,17.029),9), ((21,32,24.187),9), ((21,79,15.811),8)]

ADD: [(71,67,6.325)]

DROP: [(51,67,29.155), (71,59,16.401), (1,71,47.539)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 26292 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1901.68

Lista tabu: [((60,47,19.698),1), ((40,61,2.236),1), ((20,48,8.602),2), ((57,16,18.385),2), ((16,48,19.925),1), ((4,78,7.28),3), ((78,52,5.0),3), ((43,2,26.173),3), ((43,78,14.142),2), ((16,34,7.071),4), ((34,65,12.042),4), ((56,10,11.402),4), ((34,56,12.083),3), ((31,79,12.728),5), ((79,17,17.029),5), ((62,76,12.083),5), ((76,79,17.72),4), ((54,37,10.63),6), ((37,74,15.0),6), ((1,43,28.018),6), ((37,43,9.22),5), ((21,32,24.187),7), ((32,1,66.603),7), ((34,65,12.042),7), ((65,32,17.493),6), ((44,58,13.454),8), ((58,27,17.117),8), ((69,62,8.062),8), ((62,76,12.083),8), ((58,69,15.811),7), ((38,7,16.279),9), ((7,25,4.0),9), ((13,4,19.235),9), ((4,78,7.28),9), ((7,13,20.025),8)]

ADD: [(11,72,8.062)]

DROP: [(11,53,20.616), (72,8,22.204)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 26383 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1898.008

Lista tabu: [((19,3,27.659),1), ((38,7,16.279),1), ((12,35,10.44),2), ((35,9,24.083),2), ((72,15,7.071),2), ((15,29,12.806),2), ((35,72,20.809),1), ((1,28,72.422),3), ((28,60,2.0),3), ((30,75,7.0),3), ((75,28,19.313),2), ((44,58,13.454),4), ((58,27,17.117),4), ((69,62,8.062),4), ((62,76,12.083),4), ((58,69,15.811),3), ((54,37,10.63),5), ((13,4,19.235),5), ((54,4,16.031),4), ((4,78,7.28),6), ((78,52,5.0),6), ((75,1,53.907),6), ((78,75,15.133),5), ((55,73,17.029),7), ((73,1,67.912),7), ((51,71,23.537),7), ((71,73,20.396),6), ((50,39,41.11),8), ((37,74,15.0),8), ((50,37,24.207),7), ((61,18,10.05),9), ((75,1,53.907),9), ((30,75,7.0),9), ((75,61,8.062),8)]

ADD: [(77,71,18.0)]

DROP: [(77,68,24.083), (68,54,8.062), (51,71,23.537), (71,67,6.325)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 26483 nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Se estancó durante 1 min 52 seg. Admitimos una solucion peor para diversificar en nodo 0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 26712 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1898.008

Lista tabu: [((21,32,24.187),1), ((32,1,66.603),1), ((30,18,7.28),1), ((17,44,2.0),2), ((44,58,13.454),2), ((69,62,8.062),2), ((44,69,7.81),1), ((72,15,7.071),3), ((80,53,8.0),3), ((80,72,20.248),2), ((45,13,1.414),4), ((13,4,19.235),4), ((54,37,10.63),4), ((37,74,15.0),4), ((4,37,24.739),3), ((64,24,14.036),5), ((24,6,8.544),5), ((63,12,12.649),5), ((12,35,10.44),5), ((24,35,18.788),4), ((63,12,12.649),6), ((75,30,7.0),6), ((30,63,19.416),5), ((62,76,12.083),7), ((76,21,2.0),7), ((42,26,4.243),7), ((42,76,18.788),6), ((27,36,13.0),8), ((66,70,11.402),8), ((20,48,8.602),8), ((36,20,24.207),7), ((64,24,14.036),9), ((24,6,8.544),9), ((63,12,12.649),9), ((12,35,10.44),9), ((24,63,8.602),8)]

ADD: [(18,61,10.05)]

DROP: [(18,40,12.166), (61,14,37.202)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 26812 nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Se estancó durante 1 min 54 seg. Admitimos una solucion peor para diversificar en nodo 0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 26911 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1911.399

Lista tabu: [((1,59,56.009),1), ((51,68,29.155),1), ((71,54,11.18),2), ((54,37,10.63),2), ((68,67,0.0),2), ((67,1,41.231),2), ((37,67,11.045),1), ((42,26,4.243),3), ((26,20,17.889),3), ((76,21,2.0),3), ((21,32,24.187),3), ((26,32,20.248),2), ((51,68,29.155),4), ((68,67,0.0),4), ((1,43,28.018),4), ((68,43,18.028),3), ((42,26,4.243),5), ((70,56,20.248),5), ((56,42,17.464),4), ((78,52,5.0),6), ((52,1,37.014),6), ((71,54,11.18),6), ((52,71,20.248),5), ((20,48,8.602),7), ((48,57,9.22),7), ((66,70,11.402),7), ((70,56,20.248),7), ((48,66,16.643),6), ((53,8,33.242),8), ((72,15,7.071),8), ((11,72,8.062),8), ((72,8,22.204),7), ((78,52,5.0),9), ((52,1,37.014),9), ((54,37,10.63),9), ((52,37,14.0),8)]

ADD: [(46,73,15.62)]

DROP: [(50,73,60.166), (73,39,24.207), (46,51,9.055)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 27011 nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Se estancó durante 1 min 55 seg. Admitimos una solucion peor para diversificar en nodo 0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 27042 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1917.135

Lista tabu: [((76,21,2.0),1), ((21,32,24.187),1), ((26,20,17.889),1), ((20,48,8.602),1), ((6,45,5.0),2), ((13,4,19.235),2), ((64,24,14.036),2), ((45,64,19.313),1), ((54,74,25.495),3), ((74,1,17.0),3), ((37,43,9.22),3), ((74,43,17.088),2), ((4,78,7.28),4), ((78,52,5.0),4), ((40,14,36.892),4), ((78,14,21.541),3), ((21,32,24.187),5), ((32,1,66.603),5), ((47,42,6.083),5), ((32,42,22.361),4), ((40,14,36.892),6), ((14,1,22.204),6), ((54,74,25.495),6), ((14,54,23.022),5), ((58,27,17.117),7), ((66,70,11.402),7), ((70,27,20.248),6), ((62,76,12.083),8), ((76,21,2.0),8), ((17,44,2.0),8), ((44,58,13.454),8), ((76,17,18.974),7), ((75,30,7.0),9), ((18,61,10.05),9), ((75,18,11.402),8)]

ADD: [(59,51,15.264)]

DROP: [(59,33,19.0), (51,68,29.155), (73,51,9.487)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 27051 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1916.016

Lista tabu: [((59,33,19.0),7), ((51,68,29.155),7), ((73,51,9.487),7), ((59,51,15.264),5), ((1,11,54.083),2), ((11,72,8.062),2), ((2,22,12.369),2), ((11,22,23.537),1), ((78,52,5.0),3), ((52,1,37.014),3), ((40,14,36.892),3), ((14,52,16.763),2), ((72,15,7.071),4), ((80,53,8.0),4), ((80,72,20.248),3), ((76,21,2.0),5), ((21,32,24.187),5), ((60,47,19.698),5), ((47,42,6.083),5), ((21,60,17.205),4), ((27,36,13.0),6), ((66,70,11.402),6), ((36,70,22.023),5), ((78,52,5.0),7), ((52,1,37.014),7), ((71,54,11.18),7), ((52,71,20.248),6), ((48,57,9.22),8), ((57,16,18.385),8), ((66,70,11.402),8), ((70,56,20.248),8), ((16,70,24.042),7), ((75,30,7.0),9), ((18,61,10.05),9), ((61,30,11.314),8)]

ADD: [(39,59,5.385)]

DROP: [(1,59,56.009), (59,51,15.264), (39,77,19.849)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 27054 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1915.317

Lista tabu: [((59,33,19.0),4), ((51,68,29.155),4), ((73,51,9.487),4), ((59,51,15.264),2), ((72,15,7.071),1), ((80,53,8.0),1), ((76,21,2.0),2), ((21,32,24.187),2), ((60,47,19.698),2), ((47,42,6.083),2), ((21,60,17.205),1), ((27,36,13.0),3), ((66,70,11.402),3), ((36,70,22.023),2), ((78,52,5.0),4), ((52,1,37.014),4), ((71,54,11.18),4), ((52,71,20.248),3), ((48,57,9.22),5), ((57,16,18.385),5), ((66,70,11.402),5), ((70,56,20.248),5), ((16,70,24.042),4), ((75,30,7.0),6), ((18,61,10.05),6), ((61,30,11.314),5), ((1,59,56.009),13), ((59,51,15.264),13), ((39,77,19.849),13), ((39,59,5.385),11), ((26,20,17.889),8), ((20,48,8.602),8), ((9,69,13.601),8), ((69,62,8.062),8), ((20,62,20.125),7), ((39,59,5.385),9), ((59,77,15.264),9), ((1,51,69.354),9), ((59,51,15.264),8)]

ADD: [(73,71,20.396)]

DROP: [(77,71,18.0), (71,54,11.18), (73,68,26.683)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 27082 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1903.886

