+-+-+-+-+-+-+-+-+-+-+-+-+-+-+ GRAFO CARGADO 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-
        1         2         3         4         5         6         7         8         9         10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56        57        58        59        60        61        62        63        64        65        66        67        68        69        70        71        72        73        74        75        76        77        78

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 36325 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1289.448

Lista tabu: [((41,17,29.411),1), ((19,54,15.264),1), ((61,67,1.0),1), ((24,45,1.0),4), ((45,64,51.108),4), ((1,27,33.061),4), ((45,27,1.0),2), ((34,14,3.606),1), ((14,20,5.0),1), ((40,62,2.828),1), ((62,51,1.414),1), ((1,8,47.508),2), ((4,76,33.121),2), ((8,76,14.765),1), ((59,70,2.236),3), ((70,68,1.0),3), ((57,39,6.325),3), ((57,70,6.403),2), ((66,48,5.385),4), ((48,1,23.022),4), ((50,28,4.472),4), ((28,48,2.236),3), ((70,68,1.0),5), ((22,53,1.414),5), ((53,68,5.0),4), ((75,49,2.236),6), ((49,40,1.414),6), ((5,60,8.246),6), ((60,36,6.325),6), ((49,36,13.601),5), ((77,33,1.414),7), ((23,58,17.804),7), ((58,77,13.038),6), ((40,62,2.828),8), ((62,51,1.414),8), ((15,37,12.0),8), ((37,5,18.111),8), ((62,5,9.22),7), ((75,49,2.236),9), ((40,62,2.828),9), ((62,49,4.243),8)]

ADD: [(3,64,8.485)]

DROP: [(1,3,18.974), (3,6,11.402), (24,64,50.249)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 36334 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1286.615

Lista tabu: [((1,3,18.974),7), ((3,6,11.402),7), ((24,64,50.249),7), ((3,64,8.485),5), ((12,41,9.055),2), ((41,54,20.616),2), ((1,78,30.067),2), ((41,78,11.314),1), ((6,71,6.708),3), ((50,28,4.472),3), ((71,28,13.928),2), ((58,30,5.0),4), ((30,38,3.606),4), ((3,64,8.485),4), ((64,57,24.187),4), ((38,64,8.602),3), ((36,56,7.071),5), ((56,34,2.828),5), ((40,62,2.828),5), ((40,56,8.062),4), ((57,39,6.325),6), ((39,73,2.0),6), ((59,70,2.236),6), ((70,68,1.0),6), ((57,70,6.403),5), ((59,70,2.236),7), ((44,22,2.236),7), ((70,22,2.828),6), ((38,66,7.28),8), ((48,1,23.022),8), ((48,38,12.649),7), ((61,17,4.123),9), ((17,19,4.123),9), ((69,11,13.601),9), ((11,26,3.162),9), ((61,11,11.402),8)]

ADD: [(67,7,11.18)]

DROP: [(7,61,10.296), (67,43,5.385), (19,67,6.403)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 36350 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1286.098

Lista tabu: [((38,66,7.28),1), ((66,48,5.385),1), ((71,31,3.162),1), ((31,50,6.325),1), ((33,74,3.606),2), ((74,32,5.099),2), ((35,47,8.062),2), ((47,46,8.246),2), ((74,46,14.318),1), ((25,2,2.236),3), ((2,1,9.434),3), ((64,57,24.187),3), ((57,39,6.325),3), ((2,39,7.211),2), ((14,20,5.0),4), ((20,10,3.162),4), ((40,62,2.828),4), ((62,20,6.083),3), ((1,18,6.325),5), ((18,59,2.236),5), ((57,39,6.325),5), ((39,73,2.0),5), ((18,57,9.22),4), ((66,48,5.385),6), ((48,1,23.022),6), ((3,64,8.485),6), ((64,48,5.099),5), ((69,11,13.601),7), ((11,26,3.162),7), ((7,67,11.18),7), ((67,61,1.0),7), ((26,67,8.062),6), ((33,74,3.606),8), ((32,21,25.02),8), ((32,33,8.062),7), ((58,30,5.0),9), ((38,66,7.28),9), ((58,38,6.0),8)]

ADD: [(43,17,3.606)]

DROP: [(61,17,4.123), (19,43,7.071)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 36423 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1284.546

Lista tabu: [((57,39,6.325),1), ((39,73,2.0),1), ((70,68,1.0),1), ((68,44,1.414),1), ((66,48,5.385),2), ((48,1,23.022),2), ((4,76,33.121),2), ((76,48,11.18),1), ((75,49,2.236),3), ((40,62,2.828),3), ((62,49,4.243),2), ((8,77,3.606),4), ((32,21,25.02),4), ((74,32,5.099),4), ((8,32,10.77),3), ((39,73,2.0),5), ((53,25,0.0),5), ((25,39,5.385),4), ((34,14,3.606),6), ((14,20,5.0),6), ((40,62,2.828),6), ((14,62,4.472),5), ((25,2,2.236),7), ((2,1,9.434),7), ((64,57,24.187),7), ((57,39,6.325),7), ((2,39,7.211),6), ((71,31,3.162),8), ((31,50,6.325),8), ((4,76,33.121),8), ((76,1,34.132),8), ((50,76,7.071),7), ((33,74,3.606),9), ((74,32,5.099),9), ((47,46,8.246),9), ((46,52,5.831),9), ((32,46,12.042),8)]

ADD: [(61,7,10.296)]

DROP: [(19,61,7.071), (67,7,11.18)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 36425 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1279.166

Lista tabu: [((75,49,2.236),1), ((40,62,2.828),1), ((8,77,3.606),2), ((32,21,25.02),2), ((74,32,5.099),2), ((8,32,10.77),1), ((39,73,2.0),3), ((53,25,0.0),3), ((25,39,5.385),2), ((34,14,3.606),4), ((14,20,5.0),4), ((40,62,2.828),4), ((14,62,4.472),3), ((25,2,2.236),5), ((2,1,9.434),5), ((64,57,24.187),5), ((57,39,6.325),5), ((2,39,7.211),4), ((71,31,3.162),6), ((31,50,6.325),6), ((4,76,33.121),6), ((76,1,34.132),6), ((50,76,7.071),5), ((33,74,3.606),7), ((74,32,5.099),7), ((47,46,8.246),7), ((46,52,5.831),7), ((32,46,12.042),6), ((19,61,7.071),14), ((67,7,11.18),14), ((61,7,10.296),12), ((34,14,3.606),9), ((14,20,5.0),9), ((75,49,2.236),9), ((75,14,3.606),8)]

ADD: [(65,41,10.63)]

DROP: [(27,65,13.038), (12,41,9.055)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 36525 nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Se estancó en Path Relinking durante 0 min 30 seg en NODO 0. Partimos de otra solucion inicial    

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 36526 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1295.942

Lista tabu: [((1,18,6.325),9), ((70,68,1.0),9), ((1,70,10.77),8)]

ADD: [(71,58,7.28)]

DROP: [(28,30,16.125), (30,71,3.162), (63,58,46.043), (58,1,38.601)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 36560 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1288.188

Lista tabu: [((56,36,7.071),1), ((5,49,5.0),1), ((43,17,3.606),2), ((61,7,10.296),2), ((17,7,14.318),1), ((43,17,3.606),3), ((17,67,3.162),3), ((19,11,4.472),3), ((17,19,4.123),2), ((62,14,4.472),4), ((34,56,2.828),4), ((34,62,7.0),3), ((54,69,12.0),5), ((26,1,43.863),5), ((11,26,3.162),5), ((26,54,14.866),4), ((13,35,1.414),6), ((46,52,5.831),6), ((52,35,6.708),5), ((22,53,1.414),7), ((2,1,9.434),7), ((2,22,3.606),6), ((13,35,1.414),8), ((35,47,8.062),8), ((38,23,22.825),8), ((23,35,6.325),7), ((25,2,2.236),9), ((2,1,9.434),9), ((18,73,1.0),9), ((2,73,6.325),8)]

ADD: [(31,28,10.77)]

DROP: [(66,28,5.657), (28,58,16.279), (31,50,6.325), (50,1,27.295)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 36587 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1285.89

Lista tabu: [((76,48,11.18),1), ((48,1,23.022),1), ((1,66,28.302),1), ((53,25,0.0),2), ((25,2,2.236),2), ((73,39,2.0),2), ((73,25,5.0),1), ((14,34,3.606),3), ((5,49,5.0),3), ((34,49,5.0),2), ((25,2,2.236),4), ((2,1,9.434),4), ((59,78,38.013),4), ((2,59,5.831),3), ((67,61,1.0),5), ((61,7,10.296),5), ((26,1,43.863),5), ((26,61,8.944),4), ((71,31,3.162),6), ((31,28,10.77),6), ((76,48,11.18),6), ((76,31,3.162),5), ((43,17,3.606),7), ((61,7,10.296),7), ((7,17,14.318),6), ((44,22,2.236),8), ((25,2,2.236),8), ((25,44,3.606),7), ((8,77,3.606),9), ((32,21,25.02),9), ((74,32,5.099),9), ((8,32,10.77),8)]

ADD: [(66,31,6.0)]

DROP: [(66,50,2.0), (31,28,10.77)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 36599 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1284.638

Lista tabu: [((66,50,2.0),4), ((31,28,10.77),4), ((66,31,6.0),2), ((6,38,5.657),1), ((38,23,22.825),1), ((46,52,5.831),1), ((52,1,44.654),1), ((59,78,38.013),2), ((22,53,1.414),2), ((59,53,4.123),1), ((70,44,1.0),3), ((25,2,2.236),3), ((70,25,4.243),2), ((68,70,1.0),4), ((70,44,1.0),4), ((39,59,1.414),4), ((70,59,2.236),3), ((16,13,3.162),5), ((52,1,44.654),5), ((16,52,3.606),4), ((3,64,8.485),6), ((64,6,3.162),6), ((50,28,4.472),6), ((28,1,22.825),6), ((6,28,7.28),5), ((4,76,33.121),7), ((76,48,11.18),7), ((66,31,6.0),7), ((76,31,3.162),6), ((66,31,6.0),8), ((3,64,8.485),8), ((66,64,3.0),7), ((71,58,7.28),9), ((58,50,12.207),9), ((8,77,3.606),9), ((77,33,1.414),9), ((58,33,12.806),8)]

ADD: [(66,58,10.63)]

DROP: [(66,31,6.0), (58,50,12.207)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 36609 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1282.638

Lista tabu: [((66,31,6.0),6), ((58,50,12.207),6), ((66,58,10.63),4), ((56,36,7.071),1), ((60,5,8.246),1), ((39,59,1.414),2), ((70,44,1.0),2), ((39,44,3.162),1), ((44,22,2.236),3), ((22,53,1.414),3), ((73,39,2.0),3), ((39,59,1.414),3), ((53,39,5.385),2), ((67,61,1.0),4), ((61,7,10.296),4), ((69,19,13.601),4), ((19,61,7.071),3), ((18,73,1.0),5), ((57,68,5.657),5), ((68,18,5.385),4), ((68,70,1.0),6), ((2,1,9.434),6), ((2,68,7.211),5), ((5,49,5.0),7), ((14,34,3.606),7), ((62,14,4.472),7), ((14,5,5.385),6), ((34,56,2.828),8), ((56,36,7.071),8), ((75,29,1.0),8), ((29,56,10.63),7), ((4,76,33.121),9), ((76,48,11.18),9), ((64,6,3.162),9), ((76,64,7.81),8)]

ADD: [(30,38,3.606)]

DROP: [(63,30,41.049), (30,1,38.949), (64,6,3.162), (6,38,5.657)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 36632 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1281.885

Lista tabu: [((16,13,3.162),1), ((52,1,44.654),1), ((57,68,5.657),2), ((70,44,1.0),2), ((57,70,6.403),1), ((56,36,7.071),3), ((60,5,8.246),3), ((56,60,8.602),2), ((1,66,28.302),4), ((31,50,6.325),4), ((50,66,2.0),3), ((16,13,3.162),5), ((35,47,8.062),5), ((16,35,4.0),4), ((67,17,3.162),6), ((17,43,3.606),6), ((26,1,43.863),6), ((17,26,5.0),5), ((68,70,1.0),7), ((70,44,1.0),7), ((39,59,1.414),7), ((70,39,2.236),6), ((33,74,3.606),8), ((74,32,5.099),8), ((47,46,8.246),8), ((46,52,5.831),8), ((32,46,12.042),7), ((40,75,2.236),9), ((29,20,1.0),9), ((40,29,3.162),8)]

ADD: [(30,71,3.162)]

DROP: [(64,30,12.207), (30,38,3.606), (66,58,10.63), (58,71,7.28)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 36682 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1281.001

Lista tabu: [((38,23,22.825),1), ((72,9,2.236),1), ((66,30,10.77),2), ((31,50,6.325),2), ((50,30,11.662),1), ((51,40,3.162),3), ((20,10,3.162),3), ((51,20,5.385),2), ((30,71,3.162),4), ((71,31,3.162),4), ((6,63,41.037),4), ((63,7,12.806),4), ((71,6,6.708),3), ((1,57,15.0),5), ((68,70,1.0),5), ((1,68,11.705),4), ((76,48,11.18),6), ((48,1,23.022),6), ((1,6,29.967),6), ((6,48,8.0),5), ((16,13,3.162),7), ((52,1,44.654),7), ((16,52,3.606),6), ((66,30,10.77),8), ((30,71,3.162),8), ((64,58,13.038),8), ((58,38,6.0),8), ((71,58,7.28),7), ((34,56,2.828),9), ((5,49,5.0),9), ((56,49,7.81),8)]

ADD: [(6,3,11.402)]

DROP: [(1,6,29.967), (6,63,41.037), (3,64,8.485), (64,58,13.038)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 36687 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1279.913

Lista tabu: [((76,48,11.18),1), ((48,1,23.022),1), ((1,6,29.967),1), ((16,13,3.162),2), ((52,1,44.654),2), ((16,52,3.606),1), ((66,30,10.77),3), ((30,71,3.162),3), ((64,58,13.038),3), ((58,38,6.0),3), ((71,58,7.28),2), ((34,56,2.828),4), ((5,49,5.0),4), ((56,49,7.81),3), ((1,6,29.967),11), ((6,63,41.037),11), ((3,64,8.485),11), ((64,58,13.038),11), ((6,3,11.402),9), ((25,2,2.236),6), ((2,1,9.434),6), ((73,39,2.0),6), ((2,39,7.211),5), ((76,48,11.18),7), ((48,1,23.022),7), ((50,28,4.472),7), ((48,50,5.0),6), ((4,76,33.121),8), ((76,48,11.18),8), ((66,30,10.77),8), ((76,30,5.099),7), ((73,39,2.0),9), ((59,78,38.013),9), ((18,73,1.0),9), ((18,39,3.0),8)]

ADD: [(31,58,8.062)]

DROP: [(30,71,3.162), (71,31,3.162), (6,58,10.77), (58,38,6.0)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 36694 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1278.777

Lista tabu: [((1,6,29.967),4), ((6,63,41.037),4), ((3,64,8.485),4), ((64,58,13.038),4), ((6,3,11.402),2), ((4,76,33.121),1), ((76,48,11.18),1), ((66,30,10.77),1), ((73,39,2.0),2), ((59,78,38.013),2), ((18,73,1.0),2), ((18,39,3.0),1), ((30,71,3.162),9), ((71,31,3.162),9), ((6,58,10.77),9), ((58,38,6.0),9), ((31,58,8.062),7), ((34,56,2.828),4), ((56,36,7.071),4), ((75,29,1.0),4), ((29,56,10.63),3), ((56,36,7.071),5), ((60,5,8.246),5), ((5,36,12.806),4), ((41,12,9.055),6), ((65,54,26.0),6), ((24,45,1.0),6), ((12,24,8.062),5), ((22,53,1.414),7), ((25,2,2.236),7), ((22,25,1.414),6), ((51,40,3.162),8), ((20,10,3.162),8), ((51,20,5.385),7), ((35,47,8.062),9), ((46,52,5.831),9), ((47,52,13.038),8)]

ADD: [(58,38,6.0)]

DROP: [(58,31,8.062), (71,38,2.236)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 36699 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1267.872

Lista tabu: [((30,71,3.162),4), ((71,31,3.162),4), ((6,58,10.77),4), ((58,38,6.0),4), ((31,58,8.062),2), ((41,12,9.055),1), ((65,54,26.0),1), ((24,45,1.0),1), ((22,53,1.414),2), ((25,2,2.236),2), ((22,25,1.414),1), ((51,40,3.162),3), ((20,10,3.162),3), ((51,20,5.385),2), ((35,47,8.062),4), ((46,52,5.831),4), ((47,52,13.038),3), ((58,31,8.062),11), ((71,38,2.236),11), ((58,38,6.0),9), ((1,62,75.0),6), ((62,14,4.472),6), ((51,40,3.162),6), ((51,62,1.414),5), ((41,12,9.055),7), ((65,54,26.0),7), ((45,27,1.0),7), ((27,65,13.038),6), ((1,41,38.471),8), ((12,65,7.28),8), ((41,65,10.63),7), ((30,58,5.0),9), ((6,71,6.708),9), ((30,71,3.162),8)]

ADD: [(30,38,3.606)]

DROP: [(66,30,10.77), (58,38,6.0), (38,23,22.825)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 36703 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1266.984

Lista tabu: [((58,31,8.062),7), ((71,38,2.236),7), ((58,38,6.0),5), ((1,62,75.0),2), ((62,14,4.472),2), ((51,40,3.162),2), ((51,62,1.414),1), ((41,12,9.055),3), ((65,54,26.0),3), ((45,27,1.0),3), ((27,65,13.038),2), ((1,41,38.471),4), ((12,65,7.28),4), ((41,65,10.63),3), ((30,58,5.0),5), ((6,71,6.708),5), ((30,71,3.162),4), ((66,30,10.77),12), ((58,38,6.0),12), ((38,23,22.825),12), ((30,38,3.606),10), ((33,74,3.606),7), ((74,32,5.099),7), ((47,46,8.246),7), ((46,52,5.831),7), ((32,46,12.042),6), ((22,53,1.414),8), ((70,44,1.0),8), ((68,70,1.0),8), ((70,53,4.243),7), ((31,50,6.325),9), ((28,1,22.825),9), ((31,28,10.77),8)]

ADD: [(64,50,1.0)]

DROP: [(1,64,26.833), (64,63,42.638), (50,28,4.472), (28,1,22.825)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 36733 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1266.691

Lista tabu: [((38,30,3.606),1), ((30,58,5.0),1), ((3,6,11.402),1), ((6,71,6.708),1), ((1,41,38.471),2), ((41,12,9.055),2), ((45,27,1.0),2), ((27,1,33.061),2), ((41,45,10.0),1), ((1,18,6.325),3), ((18,73,1.0),3), ((44,22,2.236),3), ((18,22,4.472),2), ((38,30,3.606),4), ((30,58,5.0),4), ((6,71,6.708),4), ((71,31,3.162),4), ((30,6,9.22),3), ((40,75,2.236),5), ((75,29,1.0),5), ((36,60,6.325),5), ((60,5,8.246),5), ((40,60,12.369),4), ((22,53,1.414),6), ((25,2,2.236),6), ((44,22,2.236),6), ((44,53,3.606),5), ((66,38,7.28),7), ((38,30,3.606),7), ((31,50,6.325),7), ((50,64,1.0),7), ((66,50,2.0),6), ((61,67,1.0),8), ((67,17,3.162),8), ((69,19,13.601),8), ((19,67,6.403),7), ((1,57,15.0),9), ((70,44,1.0),9), ((68,70,1.0),9), ((1,70,10.77),8)]

ADD: [(64,3,8.485)]

DROP: [(3,6,11.402), (64,1,26.833), (50,64,1.0)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 37033 nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Se estancó durante 0 min 31 seg. Admitimos una solucion peor para diversificar en nodo 0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 37100 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1266.691

Lista tabu: [((33,74,3.606),1), ((32,21,25.02),1), ((34,56,2.828),2), ((56,36,7.071),2), ((75,29,1.0),2), ((29,56,10.63),1), ((68,70,1.0),3), ((70,44,1.0),3), ((73,39,2.0),3), ((70,73,3.606),2), ((76,48,11.18),4), ((48,1,23.022),4), ((6,71,6.708),4), ((71,48,14.318),3), ((40,75,2.236),5), ((29,20,1.0),5), ((40,29,3.162),4), ((76,48,11.18),6), ((48,1,23.022),6), ((1,28,22.825),6), ((28,48,2.236),5), ((73,39,2.0),7), ((59,78,38.013),7), ((18,73,1.0),7), ((18,39,3.0),6), ((1,18,6.325),8), ((73,39,2.0),8), ((1,73,7.28),7), ((44,22,2.236),9), ((22,53,1.414),9), ((73,39,2.0),9), ((73,22,4.123),8)]

ADD: [(67,17,3.162)]

DROP: [(26,17,5.0), (17,1,44.688), (67,43,5.385)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 37200 nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Se estancó durante 0 min 32 seg. Admitimos una solucion peor para diversificar en nodo 0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 37264 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1266.691

Lista tabu: [((71,31,3.162),1), ((31,50,6.325),1), ((28,63,45.222),1), ((14,34,3.606),2), ((60,5,8.246),2), ((14,60,10.44),1), ((71,31,3.162),3), ((31,50,6.325),3), ((66,38,7.28),3), ((31,38,2.236),2), ((41,12,9.055),4), ((65,54,26.0),4), ((78,24,1.0),4), ((78,12,9.055),3), ((1,62,75.0),5), ((62,14,4.472),5), ((51,40,3.162),5), ((40,62,2.828),4), ((62,14,4.472),6), ((34,56,2.828),6), ((34,62,7.0),5), ((1,57,15.0),7), ((44,22,2.236),7), ((70,44,1.0),7), ((1,44,11.18),6), ((13,35,1.414),8), ((35,47,8.062),8), ((72,9,2.236),8), ((72,35,6.325),7), ((71,31,3.162),9), ((31,50,6.325),9), ((38,30,3.606),9), ((30,31,5.657),8)]

ADD: [(26,11,3.162)]

DROP: [(19,26,3.162), (11,69,13.601), (54,11,11.705)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 37364 nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Se estancó durante 0 min 33 seg. Admitimos una solucion peor para diversificar en nodo 0

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 37384 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1274.195

Lista tabu: [((1,8,47.508),1), ((8,77,3.606),1), ((6,71,6.708),1), ((71,31,3.162),2), ((31,50,6.325),2), ((28,63,45.222),2), ((31,28,10.77),1), ((62,14,4.472),3), ((14,34,3.606),3), ((20,10,3.162),3), ((14,10,7.81),2), ((7,61,10.296),4), ((61,67,1.0),4), ((26,1,43.863),4), ((26,61,8.944),3), ((62,14,4.472),5), ((14,34,3.606),5), ((40,75,2.236),5), ((14,40,2.0),4), ((3,64,8.485),6), ((64,6,3.162),6), ((1,28,22.825),6), ((28,63,45.222),6), ((3,28,5.385),5), ((1,18,6.325),7), ((59,78,38.013),7), ((1,59,8.544),6), ((28,63,45.222),8), ((63,7,12.806),8), ((6,71,6.708),8), ((71,31,3.162),8), ((28,71,13.928),7), ((2,25,2.236),9), ((53,22,1.414),9), ((2,53,2.236),8)]

ADD: [(2,22,3.606)]

DROP: [(68,2,7.211), (22,44,2.236), (53,22,1.414)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 37408 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1273.876

Lista tabu: [((6,71,6.708),1), ((31,50,6.325),1), ((71,31,3.162),2), ((31,50,6.325),2), ((38,30,3.606),2), ((30,31,5.657),1), ((1,62,75.0),3), ((62,14,4.472),3), ((51,40,3.162),3), ((51,62,1.414),2), ((5,49,5.0),4), ((14,34,3.606),4), ((62,14,4.472),4), ((14,5,5.385),3), ((34,56,2.828),5), ((56,36,7.071),5), ((20,10,3.162),5), ((56,10,14.213),4), ((76,48,11.18),6), ((48,1,23.022),6), ((50,1,27.295),6), ((48,50,5.0),5), ((6,71,6.708),7), ((71,31,3.162),7), ((1,28,22.825),7), ((28,63,45.222),7), ((6,28,7.28),6), ((66,38,7.28),8), ((38,30,3.606),8), ((1,3,18.974),8), ((3,64,8.485),8), ((66,3,10.817),7), ((18,73,1.0),9), ((1,57,15.0),9), ((18,57,9.22),8)]

ADD: [(44,22,2.236)]

DROP: [(68,22,3.606), (44,70,1.0), (53,44,3.606)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 37412 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1272.604

