+-+-+-+-+-+-+-+-+-+-+-+-+-+-+ GRAFO CARGADO 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-
        1         2         3         4         5         6         7         8         9         10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56        57        58        59        60        61        62        63        64        65        66        67        68        69        70        71        72        73        74        75        76        77        78        79        80        81        82        83        84        85        86        87        88        89        90        91        92        93        94        95        96        97        98        99        100        101        102        103        104        105        106        107        108        109        110        111        112        113        114        115        116        117        118        119        120        121        122        123        124        125        126        127        128        129        130        131        132        133        134        135        136        137        138        139        140        141        142        143        144        145        146        147        148        149        150        151

ADD: [(104,72,6.403)]

DROP: [(104,66,16.401), (72,137,6.083)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 19380 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1137.303

Lista tabu: [((31,123,3.606),1), ((123,71,5.099),1), ((1,52,26.926),1), ((52,10,6.325),1), ((106,27,5.0),2), ((59,54,5.099),2), ((27,54,8.062),1), ((88,98,4.243),3), ((118,138,5.099),3), ((138,98,7.071),2), ((1,29,6.325),4), ((112,28,7.071),4), ((1,112,9.22),3), ((93,38,2.828),5), ((38,99,1.414),5), ((97,95,4.0),5), ((38,95,9.22),4), ((75,74,4.472),6), ((22,41,7.071),6), ((41,74,8.944),5), ((112,28,7.071),7), ((28,147,3.162),7), ((113,1,5.0),7), ((28,113,8.944),6), ((133,70,1.414),8), ((70,2,4.472),8), ((112,28,7.071),8), ((28,70,7.28),7), ((100,97,2.236),9), ((148,113,6.0),9), ((7,148,2.0),9), ((100,148,7.81),8), ((1,124,29.069),10), ((48,125,4.0),10), ((124,125,9.434),9), ((119,105,7.616),11), ((100,97,2.236),11), ((98,96,3.0),11), ((98,105,7.071),10), ((101,92,3.162),12), ((94,60,3.0),12), ((92,60,7.81),11), ((88,98,4.243),13), ((97,95,4.0),13), ((95,88,9.22),12)]

ADD: [(59,3,9.055)]

DROP: [(41,59,4.123), (59,54,5.099), (1,3,18.0)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 19480 nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Se estancó durante 1 min 21 seg. Aplicamos path relinking para admitir otro optimo local

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 19481 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1168.394

Lista tabu: [((93,38,2.828),13), ((92,142,5.385),13), ((101,92,3.162),13), ((93,92,7.616),12)]

ADD: [(40,26,9.434)]

DROP: [(40,56,11.402), (26,1,33.541)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 19544 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1166.986

Lista tabu: [((94,60,3.0),1), ((99,101,3.162),1), ((38,99,1.414),1), ((130,4,4.243),2), ((4,1,22.361),2), ((81,34,15.297),2), ((34,82,2.828),2), ((130,34,6.403),1), ((119,105,7.616),3), ((97,95,4.0),3), ((95,105,6.083),2), ((101,92,3.162),4), ((86,94,2.828),4), ((92,94,5.831),3), ((38,99,1.414),5), ((99,101,3.162),5), ((119,105,7.616),5), ((99,105,5.099),4), ((95,7,3.162),6), ((148,113,6.0),6), ((113,7,6.325),5), ((119,105,7.616),7), ((105,100,0.0),7), ((60,1,17.804),7), ((60,105,2.236),6), ((81,34,15.297),8), ((82,80,6.325),8), ((34,80,5.657),7), ((53,19,7.616),9), ((107,8,3.162),9), ((49,107,9.434),9), ((107,53,7.211),8), ((106,27,5.0),10), ((22,41,7.071),10), ((27,41,7.071),9), ((84,61,4.243),11), ((61,119,1.0),11), ((85,6,4.123),11), ((61,85,6.708),10), ((88,98,4.243),12), ((118,138,5.099),12), ((138,98,7.071),11), ((98,96,3.0),13), ((100,97,2.236),13), ((97,98,6.708),12)]

ADD: [(89,107,7.071)]

DROP: [(49,107,9.434), (8,89,6.325)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 19574 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1166.438

Lista tabu: [((146,42,4.243),1), ((134,76,3.162),1), ((106,27,5.0),2), ((29,139,4.472),2), ((106,139,7.071),1), ((1,69,21.378),3), ((69,151,2.0),3), ((78,103,7.211),3), ((103,51,2.828),3), ((69,78,5.0),2), ((119,105,7.616),4), ((105,100,0.0),4), ((60,1,17.804),4), ((60,105,2.236),3), ((91,33,4.472),5), ((132,129,6.325),5), ((91,132,6.325),4), ((150,111,7.616),6), ((5,73,8.944),6), ((73,111,6.403),5), ((146,42,4.243),7), ((23,134,1.0),7), ((146,23,6.0),6), ((105,100,0.0),8), ((97,95,4.0),8), ((95,100,6.083),7), ((42,23,4.243),9), ((134,76,3.162),9), ((23,76,4.123),8), ((139,110,7.28),10), ((110,13,2.828),10), ((27,150,3.606),10), ((110,150,6.403),9), ((1,43,25.495),11), ((43,16,9.22),11), ((145,88,3.606),11), ((43,145,6.708),10), ((77,117,3.162),12), ((78,103,7.211),12), ((13,77,7.071),12), ((117,13,6.325),11), ((97,95,4.0),13), ((98,96,3.0),13), ((96,97,4.243),12)]

ADD: [(124,108,6.083)]

DROP: [(65,124,20.025), (20,108,3.606)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 19666 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1165.619

Lista tabu: [((95,7,3.162),1), ((7,148,2.0),1), ((14,1,11.18),1), ((86,94,2.828),2), ((99,101,3.162),2), ((38,99,1.414),2), ((99,86,3.162),1), ((1,43,25.495),3), ((43,16,9.22),3), ((145,88,3.606),3), ((43,145,6.708),2), ((130,4,4.243),4), ((4,1,22.361),4), ((78,103,7.211),4), ((4,78,2.828),3), ((119,105,7.616),5), ((100,97,2.236),5), ((96,118,2.236),5), ((96,105,5.385),4), ((97,95,4.0),6), ((148,113,6.0),6), ((148,97,5.831),5), ((139,110,7.28),7), ((106,27,5.0),7), ((27,139,5.0),6), ((77,117,3.162),8), ((78,103,7.211),8), ((13,77,7.071),8), ((117,13,6.325),7), ((88,98,4.243),9), ((138,14,3.606),9), ((118,138,5.099),9), ((88,138,5.657),8), ((1,116,19.026),10), ((116,146,6.708),10), ((3,58,5.831),10), ((3,116,1.414),9), ((88,98,4.243),11), ((98,96,3.0),11), ((60,1,17.804),11), ((60,98,5.0),10), ((119,105,7.616),12), ((100,97,2.236),12), ((95,7,3.162),12), ((7,100,6.403),11), ((1,3,18.0),13), ((145,88,3.606),13), ((88,3,7.071),12)]

ADD: [(52,10,6.325)]

DROP: [(104,10,5.0), (121,66,19.647), (52,104,6.708)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 19687 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1161.693

Lista tabu: [((104,10,5.0),2), ((121,66,19.647),2), ((52,104,6.708),2), ((136,35,8.544),1), ((121,104,7.81),1), ((10,121,2.828),1), ((51,112,7.81),2), ((77,117,3.162),2), ((13,77,7.071),2), ((77,112,7.071),1), ((94,60,3.0),3), ((60,1,17.804),3), ((100,97,2.236),3), ((97,95,4.0),3), ((94,97,5.0),2), ((3,58,5.831),4), ((145,88,3.606),4), ((145,3,5.385),3), ((131,55,2.236),5), ((55,1,22.804),5), ((29,139,4.472),5), ((139,110,7.28),5), ((55,110,6.403),4), ((88,98,4.243),6), ((98,96,3.0),6), ((60,1,17.804),6), ((60,98,5.0),5), ((146,42,4.243),7), ((23,134,1.0),7), ((146,23,6.0),6), ((1,93,18.385),8), ((93,38,2.828),8), ((97,95,4.0),8), ((93,95,6.403),7), ((97,95,4.0),9), ((95,7,3.162),9), ((96,118,2.236),9), ((95,96,3.162),8), ((142,17,3.0),10), ((17,62,4.472),10), ((87,114,7.071),10), ((114,18,5.0),10), ((62,114,7.071),9), ((105,100,0.0),11), ((100,97,2.236),11), ((93,38,2.828),11), ((38,100,6.0),10), ((51,112,7.81),12), ((77,117,3.162),12), ((13,77,7.071),12), ((77,51,5.385),11), ((94,60,3.0),13), ((99,101,3.162),13), ((38,99,1.414),13), ((99,60,3.606),12)]

ADD: [(3,138,5.831)]

DROP: [(1,3,18.0), (138,14,3.606), (118,138,5.099)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 19705 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1153.674

Lista tabu: [((1,3,18.0),5), ((138,14,3.606),5), ((118,138,5.099),5), ((3,138,5.831),3), ((88,98,4.243),1), ((118,14,3.606),1), ((1,69,21.378),2), ((80,122,7.81),2), ((69,122,6.708),1), ((119,105,7.616),3), ((100,97,2.236),3), ((96,118,2.236),3), ((96,105,5.385),2), ((142,17,3.0),4), ((17,62,4.472),4), ((87,114,7.071),4), ((114,18,5.0),4), ((62,114,7.071),3), ((38,99,1.414),5), ((94,60,3.0),5), ((38,94,4.472),4), ((119,105,7.616),6), ((105,100,0.0),6), ((1,93,18.385),6), ((93,105,4.472),5), ((142,17,3.0),7), ((120,45,2.236),7), ((142,45,3.162),6), ((38,99,1.414),8), ((99,101,3.162),8), ((100,97,2.236),8), ((99,100,5.099),7), ((92,142,5.385),9), ((17,62,4.472),9), ((17,92,5.099),8), ((42,23,4.243),10), ((23,134,1.0),10), ((73,75,3.162),10), ((23,73,6.325),9), ((10,121,2.828),11), ((121,104,7.81),11), ((34,82,2.828),11), ((82,80,6.325),11), ((10,82,6.0),10), ((38,99,1.414),12), ((99,101,3.162),12), ((100,97,2.236),12), ((99,97,6.708),11), ((93,38,2.828),13), ((101,92,3.162),13), ((99,101,3.162),13), ((101,93,5.657),12)]

ADD: [(72,104,6.403)]

DROP: [(104,66,16.401), (72,137,6.083)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 19769 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1153.251

Lista tabu: [((97,95,4.0),1), ((148,113,6.0),1), ((73,75,3.162),2), ((74,22,3.162),2), ((22,75,7.071),1), ((1,29,6.325),3), ((112,28,7.071),3), ((29,28,6.708),2), ((88,98,4.243),4), ((96,118,2.236),4), ((96,88,6.708),3), ((134,76,3.162),5), ((76,57,4.123),5), ((73,75,3.162),5), ((75,76,3.606),4), ((93,38,2.828),6), ((99,101,3.162),6), ((93,99,3.162),5), ((81,34,15.297),7), ((82,80,6.325),7), ((34,80,5.657),6), ((57,24,7.28),8), ((40,26,9.434),8), ((140,40,3.162),8), ((57,40,7.0),7), ((93,38,2.828),9), ((86,94,2.828),9), ((93,86,6.0),8), ((102,32,6.0),10), ((128,89,5.657),10), ((89,32,5.0),9), ((119,105,7.616),11), ((100,97,2.236),11), ((97,105,2.236),10), ((84,61,4.243),12), ((61,119,1.0),12), ((6,1,20.616),12), ((6,61,4.472),11), ((38,99,1.414),13), ((99,101,3.162),13), ((100,97,2.236),13), ((99,100,5.099),12)]

ADD: [(9,46,6.403)]

DROP: [(9,126,5.831), (46,1,29.155)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 19876 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1147.971

Lista tabu: [((69,151,2.0),1), ((151,81,0.0),1), ((117,78,2.236),1), ((93,38,2.828),2), ((99,101,3.162),2), ((93,99,3.162),1), ((101,92,3.162),3), ((38,99,1.414),3), ((93,38,2.828),3), ((92,38,5.099),2), ((93,38,2.828),4), ((101,92,3.162),4), ((99,101,3.162),4), ((101,93,5.657),3), ((76,57,4.123),5), ((5,73,8.944),5), ((73,76,5.385),4), ((96,118,2.236),6), ((95,7,3.162),6), ((7,96,6.0),5), ((115,19,8.246),7), ((19,53,7.616),7), ((90,84,12.166),7), ((19,84,6.708),6), ((69,151,2.0),8), ((151,81,0.0),8), ((13,77,7.071),8), ((77,151,8.602),7), ((75,74,4.472),9), ((22,41,7.071),9), ((41,74,8.944),8), ((36,136,2.236),10), ((121,104,7.81),10), ((10,121,2.828),10), ((36,121,9.22),9), ((116,146,6.708),11), ((146,42,4.243),11), ((3,58,5.831),11), ((3,146,8.062),10), ((139,110,7.28),12), ((110,13,2.828),12), ((131,55,2.236),12), ((55,1,22.804),12), ((13,55,9.22),11), ((78,103,7.211),13), ((51,112,7.81),13), ((78,51,7.211),12)]

ADD: [(81,55,8.062)]

DROP: [(81,34,15.297), (55,1,22.804)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 19976 nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Se estancó durante 1 min 23 seg. Aplicamos path relinking para admitir otro optimo local

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 20007 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1173.487

Lista tabu: [((132,129,6.325),1), ((31,71,5.0),1), ((90,84,12.166),2), ((97,95,4.0),2), ((90,97,8.944),1), ((63,11,6.325),3), ((109,12,11.402),3), ((149,63,3.162),3), ((11,149,7.071),2), ((69,151,2.0),4), ((81,34,15.297),4), ((25,135,4.472),4), ((81,135,6.403),3), ((95,7,3.162),5), ((7,148,2.0),5), ((1,93,18.385),5), ((7,93,8.544),4), ((95,7,3.162),6), ((148,113,6.0),6), ((61,119,1.0),6), ((61,7,8.944),5), ((86,94,2.828),7), ((99,101,3.162),7), ((38,99,1.414),7), ((99,86,3.162),6), ((28,147,3.162),8), ((147,1,5.0),8), ((1,90,9.0),8), ((147,90,7.211),7), ((105,100,0.0),9), ((100,97,2.236),9), ((60,1,17.804),9), ((60,100,2.236),8), ((130,4,4.243),10), ((4,1,22.361),10), ((80,122,7.81),10), ((122,30,2.0),10), ((4,30,9.487),9), ((146,42,4.243),11), ((134,76,3.162),11), ((134,146,7.0),10), ((105,100,0.0),12), ((96,118,2.236),12), ((105,118,7.616),11), ((139,110,7.28),13), ((110,13,2.828),13), ((131,55,2.236),13), ((55,1,22.804),13), ((110,131,8.485),12)]

ADD: [(1,54,4.472)]

DROP: [(1,106,7.071), (54,59,5.099), (41,54,6.708)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 20021 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1172.939

Lista tabu: [((1,106,7.071),9), ((54,59,5.099),9), ((41,54,6.708),9), ((1,54,4.472),7), ((89,128,5.657),1), ((32,102,6.0),1), ((1,29,6.325),2), ((112,28,7.071),2), ((29,28,6.708),1), ((13,77,7.071),3), ((117,78,2.236),3), ((78,77,4.123),2), ((94,60,3.0),4), ((60,1,17.804),4), ((100,97,2.236),4), ((97,95,4.0),4), ((60,95,5.831),3), ((134,76,3.162),5), ((76,57,4.123),5), ((73,75,3.162),5), ((75,76,3.606),4), ((40,56,11.402),6), ((56,26,3.606),6), ((135,131,6.708),6), ((56,131,6.403),5), ((41,59,4.123),7), ((59,1,9.055),7), ((14,1,11.18),7), ((59,14,6.083),6), ((104,10,5.0),8), ((121,66,19.647),8), ((35,79,5.0),8), ((121,79,7.211),7), ((1,54,4.472),9), ((54,106,3.162),9), ((113,1,5.0),9), ((54,113,6.083),8), ((126,9,5.831),10), ((9,47,9.434),10), ((90,84,12.166),10), ((9,84,7.211),9), ((93,38,2.828),11), ((86,94,2.828),11), ((93,86,6.0),10), ((1,69,21.378),12), ((69,151,2.0),12), ((78,103,7.211),12), ((103,51,2.828),12), ((69,78,5.0),11), ((101,92,3.162),13), ((86,94,2.828),13), ((62,86,4.472),13), ((101,86,4.472),12)]

ADD: [(124,108,6.083)]

DROP: [(65,124,20.025), (20,108,3.606)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 20031 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1169.165

Lista tabu: [((93,38,2.828),1), ((86,94,2.828),1), ((1,69,21.378),2), ((69,151,2.0),2), ((78,103,7.211),2), ((103,51,2.828),2), ((69,78,5.0),1), ((101,92,3.162),3), ((86,94,2.828),3), ((62,86,4.472),3), ((101,86,4.472),2), ((65,124,20.025),13), ((20,108,3.606),13), ((124,108,6.083),11), ((109,12,11.402),5), ((127,64,1.0),5), ((127,109,7.211),4), ((38,99,1.414),6), ((99,101,3.162),6), ((98,96,3.0),6), ((98,99,6.0),5), ((73,75,3.162),7), ((74,22,3.162),7), ((22,75,7.071),6), ((17,62,4.472),8), ((62,86,4.472),8), ((87,114,7.071),8), ((114,18,5.0),8), ((17,114,7.071),7), ((95,7,3.162),9), ((148,113,6.0),9), ((113,7,6.325),8), ((100,97,2.236),10), ((98,96,3.0),10), ((96,100,5.385),9), ((32,102,6.0),11), ((102,2,5.0),11), ((31,71,5.0),11), ((71,123,5.099),11), ((102,123,7.071),10), ((151,81,0.0),12), ((81,34,15.297),12), ((117,78,2.236),12), ((81,117,5.657),11), ((1,93,18.385),13), ((93,38,2.828),13), ((98,96,3.0),13), ((93,96,3.606),12)]

ADD: [(108,20,3.606)]

DROP: [(1,108,33.287), (124,20,3.162)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 20063 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1165.779

Lista tabu: [((88,98,4.243),1), ((138,14,3.606),1), ((118,138,5.099),1), ((81,34,15.297),2), ((34,82,2.828),2), ((78,103,7.211),2), ((34,103,5.0),1), ((77,117,3.162),3), ((78,103,7.211),3), ((13,77,7.071),3), ((117,13,6.325),2), ((42,23,4.243),4), ((134,76,3.162),4), ((23,76,4.123),3), ((1,93,18.385),5), ((93,38,2.828),5), ((98,96,3.0),5), ((93,96,3.606),4), ((94,60,3.0),6), ((60,1,17.804),6), ((100,97,2.236),6), ((97,95,4.0),6), ((94,97,5.0),5), ((119,105,7.616),7), ((97,95,4.0),7), ((95,105,6.083),6), ((87,114,7.071),8), ((114,18,5.0),8), ((92,142,5.385),8), ((142,17,3.0),8), ((87,142,6.083),7), ((95,7,3.162),9), ((148,113,6.0),9), ((90,84,12.166),9), ((90,7,5.099),8), ((98,96,3.0),10), ((105,100,0.0),10), ((98,100,7.071),9), ((119,105,7.616),11), ((100,97,2.236),11), ((95,7,3.162),11), ((7,100,6.403),10), ((32,102,6.0),12), ((102,2,5.0),12), ((31,71,5.0),12), ((71,123,5.099),12), ((102,123,7.071),11), ((101,92,3.162),13), ((92,142,5.385),13), ((120,45,2.236),13), ((92,45,6.403),12)]

ADD: [(31,123,3.606)]

DROP: [(31,71,5.0), (123,1,23.087)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 20065 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1161.853

Lista tabu: [((77,117,3.162),1), ((78,103,7.211),1), ((13,77,7.071),1), ((42,23,4.243),2), ((134,76,3.162),2), ((23,76,4.123),1), ((1,93,18.385),3), ((93,38,2.828),3), ((98,96,3.0),3), ((93,96,3.606),2), ((94,60,3.0),4), ((60,1,17.804),4), ((100,97,2.236),4), ((97,95,4.0),4), ((94,97,5.0),3), ((119,105,7.616),5), ((97,95,4.0),5), ((95,105,6.083),4), ((87,114,7.071),6), ((114,18,5.0),6), ((92,142,5.385),6), ((142,17,3.0),6), ((87,142,6.083),5), ((95,7,3.162),7), ((148,113,6.0),7), ((90,84,12.166),7), ((90,7,5.099),6), ((98,96,3.0),8), ((105,100,0.0),8), ((98,100,7.071),7), ((119,105,7.616),9), ((100,97,2.236),9), ((95,7,3.162),9), ((7,100,6.403),8), ((32,102,6.0),10), ((102,2,5.0),10), ((31,71,5.0),10), ((71,123,5.099),10), ((102,123,7.071),9), ((101,92,3.162),11), ((92,142,5.385),11), ((120,45,2.236),11), ((92,45,6.403),10), ((31,71,5.0),21), ((123,1,23.087),21), ((31,123,3.606),19), ((17,62,4.472),13), ((86,94,2.828),13), ((17,86,6.325),12)]

ADD: [(3,138,5.831)]

DROP: [(1,3,18.0), (138,14,3.606), (118,138,5.099)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 20071 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1161.225

Lista tabu: [((95,7,3.162),1), ((148,113,6.0),1), ((90,84,12.166),1), ((98,96,3.0),2), ((105,100,0.0),2), ((98,100,7.071),1), ((119,105,7.616),3), ((100,97,2.236),3), ((95,7,3.162),3), ((7,100,6.403),2), ((32,102,6.0),4), ((102,2,5.0),4), ((31,71,5.0),4), ((71,123,5.099),4), ((102,123,7.071),3), ((101,92,3.162),5), ((92,142,5.385),5), ((120,45,2.236),5), ((92,45,6.403),4), ((31,71,5.0),15), ((123,1,23.087),15), ((31,123,3.606),13), ((17,62,4.472),7), ((86,94,2.828),7), ((17,86,6.325),6), ((1,3,18.0),17), ((138,14,3.606),17), ((118,138,5.099),17), ((3,138,5.831),15), ((23,134,1.0),9), ((134,76,3.162),9), ((75,74,4.472),9), ((75,134,3.0),8), ((118,14,3.606),10), ((138,3,5.831),10), ((1,138,13.342),10), ((138,118,5.099),9), ((98,96,3.0),11), ((100,97,2.236),11), ((97,98,6.708),10), ((88,98,4.243),12), ((96,118,2.236),12), ((96,88,6.708),11), ((110,13,2.828),13), ((151,81,0.0),13), ((110,81,5.657),12)]

ADD: [(59,138,5.657)]

DROP: [(41,59,4.123), (59,1,9.055), (1,138,13.342)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 20146 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1161.178

Lista tabu: [((62,86,4.472),1), ((94,60,3.0),1), ((142,17,3.0),2), ((17,62,4.472),2), ((87,114,7.071),2), ((114,18,5.0),2), ((62,114,7.071),1), ((5,73,8.944),3), ((75,74,4.472),3), ((73,74,3.162),2), ((118,14,3.606),4), ((138,3,5.831),4), ((59,138,5.657),4), ((138,14,3.606),3), ((23,134,1.0),5), ((134,76,3.162),5), ((75,74,4.472),5), ((75,134,3.0),4), ((95,7,3.162),6), ((148,113,6.0),6), ((97,95,4.0),6), ((7,97,4.243),5), ((1,90,9.0),7), ((148,113,6.0),7), ((90,113,5.831),6), ((93,38,2.828),8), ((38,99,1.414),8), ((98,96,3.0),8), ((38,96,6.403),7), ((69,151,2.0),9), ((81,34,15.297),9), ((135,131,6.708),9), ((151,135,6.403),8), ((101,92,3.162),10), ((86,94,2.828),10), ((92,94,5.831),9), ((94,60,3.0),11), ((60,1,17.804),11), ((98,96,3.0),11), ((96,118,2.236),11), ((94,96,7.0),10), ((119,105,7.616),12), ((100,97,2.236),12), ((95,7,3.162),12), ((7,100,6.403),11), ((105,100,0.0),13), ((100,97,2.236),13), ((60,1,17.804),13), ((60,100,2.236),12)]

ADD: [(54,59,5.099)]

DROP: [(54,106,3.162), (1,59,9.055)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 20152 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1159.77

Lista tabu: [((1,90,9.0),1), ((148,113,6.0),1), ((93,38,2.828),2), ((38,99,1.414),2), ((98,96,3.0),2), ((38,96,6.403),1), ((69,151,2.0),3), ((81,34,15.297),3), ((135,131,6.708),3), ((151,135,6.403),2), ((101,92,3.162),4), ((86,94,2.828),4), ((92,94,5.831),3), ((94,60,3.0),5), ((60,1,17.804),5), ((98,96,3.0),5), ((96,118,2.236),5), ((94,96,7.0),4), ((119,105,7.616),6), ((100,97,2.236),6), ((95,7,3.162),6), ((7,100,6.403),5), ((105,100,0.0),7), ((100,97,2.236),7), ((60,1,17.804),7), ((60,100,2.236),6), ((54,106,3.162),17), ((1,59,9.055),17), ((54,59,5.099),15), ((92,142,5.385),9), ((62,86,4.472),9), ((62,92,5.831),8), ((93,38,2.828),10), ((94,60,3.0),10), ((38,60,4.123),9), ((18,85,6.083),11), ((85,6,4.123),11), ((62,86,4.472),11), ((85,62,7.071),10), ((86,94,2.828),12), ((99,101,3.162),12), ((38,99,1.414),12), ((99,94,3.162),11), ((93,38,2.828),13), ((99,101,3.162),13), ((38,101,2.828),12)]

ADD: [(89,107,7.071)]

DROP: [(49,107,9.434), (8,89,6.325)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 20183 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1159.254

